time,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10
123,-2.255137437,-2.322381982,-2.25937027,-2.268728028,-2.10527027,-2.366494394,-2.096356356,-2.053231231,-2.253085285,-2.286013814
124,-2.251525225,-2.272562162,-2.254167568,-2.336892192,-2.097383784,-2.368384084,-2.081015015,-2.030727928,-2.298499099,-2.276336036
125,-2.215405105,-2.292722823,-2.265038739,-2.405056356,-2.102765766,-2.358205906,-2.025582783,-2.110366366,-2.26574975,-2.199716817
126,-2.179284985,-2.342068168,-2.31098018,-2.45372983,-2.108147748,-2.348027728,-1.953431031,-2.190004805,-2.206492893,-2.123097598
127,-2.160120721,-2.391413514,-2.356921622,-2.365968468,-2.11352973,-2.323232432,-1.881279279,-2.209632432,-2.147236036,-2.097635135
128,-2.177094695,-2.412953053,-2.388435135,-2.278207107,-2.111578378,-2.267283483,-1.874501301,-2.130194595,-2.113517718,-2.171644144
129,-2.194068669,-2.411213313,-2.333381081,-2.190445746,-2.106327027,-2.211334535,-1.922454855,-2.050756757,-2.105008408,-2.245653153
130,-2.207562162,-2.409473574,-2.278327027,-2.214971171,-2.101075676,-2.166334535,-1.970408408,-2.021834234,-2.096499099,-2.300661261
131,-2.188571171,-2.383061461,-2.223272973,-2.261073273,-2.095824324,-2.223524725,-2.005825926,-2.073187988,-2.088638438,-2.278760961
132,-2.16958018,-2.316888088,-2.310038739,-2.307175375,-2.081406306,-2.280714915,-2.021040741,-2.124541742,-2.082626426,-2.256860661
133,-2.150589189,-2.250714715,-2.400975676,-2.32515976,-2.065521622,-2.337905105,-2.036255556,-2.115907508,-2.076614414,-2.230192793
134,-2.132222122,-2.205891692,-2.491912613,-2.320382182,-2.049636937,-2.325622723,-2.055352252,-2.015473473,-2.070734034,-2.124065465
135,-2.113944845,-2.2360999,-2.487296396,-2.315604605,-2.036345045,-2.303342442,-2.088090991,-1.915039439,-2.072830531,-2.017938138
136,-2.095667568,-2.266308108,-2.458791892,-2.308791892,-2.095651351,-2.281062162,-2.12082973,-1.873375676,-2.074927027,-1.911810811
137,-2.099046146,-2.294758959,-2.430287387,-2.296376276,-2.154957658,-2.311334234,-2.152436837,-1.918343644,-2.077023524,-1.944687688
138,-2.114003103,-2.29573954,-2.427271171,-2.283960661,-2.214263964,-2.369703604,-2.166354755,-1.963311612,-2.063062763,-1.990461862
139,-2.12896006,-2.29672012,-2.439316216,-2.271545045,-2.250235135,-2.428072973,-2.180272673,-1.992808108,-2.044379279,-2.036236036
140,-2.125504705,-2.297700701,-2.451361261,-2.304470771,-2.196754955,-2.421393493,-2.194190591,-2.000330631,-2.025695796,-2.080261862
141,-2.097545746,-2.341864064,-2.449525225,-2.338309409,-2.143274775,-2.328145245,-2.193439439,-2.007853153,-2.043626126,-2.123775976
142,-2.069586787,-2.390893093,-2.431205405,-2.372148048,-2.089794595,-2.234896997,-2.191035435,-2.00503003,-2.094127027,-2.16729009
143,-2.029814414,-2.439922122,-2.412885586,-2.34952993,-2.078500901,-2.166544044,-2.188631431,-1.988045846,-2.144627928,-2.212373574
144,-1.944634234,-2.426467968,-2.384133333,-2.302028028,-2.13623964,-2.193882382,-2.177667768,-1.971061662,-2.160210711,-2.258370571
145,-1.859454054,-2.390755856,-2.3293,-2.254526126,-2.193978378,-2.221220721,-2.163654955,-1.944924324,-2.088498198,-2.304367568
146,-1.774273874,-2.355043744,-2.274466667,-2.241183183,-2.251717117,-2.248559059,-2.149642142,-1.90670991,-2.016785686,-2.300191592
147,-1.835548649,-2.320916617,-2.228930631,-2.277425826,-2.251106306,-2.225522022,-2.142843744,-1.868495495,-1.951692893,-2.243912913
148,-1.899224324,-2.287956456,-2.255448649,-2.313668468,-2.203086486,-2.201659159,-2.141357057,-1.853118318,-2.036816817,-2.187634234
149,-1.9629,-2.254996296,-2.281966667,-2.338703704,-2.155066667,-2.177796296,-2.13987037,-1.866792593,-2.121940741,-2.133211111
150,-1.965154254,-2.239830631,-2.308484685,-2.282863864,-2.107046847,-2.172147247,-2.13639049,-1.880466867,-2.207064665,-2.082248348
151,-1.948149249,-2.249794595,-2.337054054,-2.227024024,-2.089297297,-2.172209309,-2.130095796,-1.880642643,-2.154192192,-2.031285586
152,-1.931144244,-2.259758559,-2.365747748,-2.171184184,-2.083079279,-2.172271371,-2.123801101,-1.86426026,-2.06654014,-1.999032733
