time,Fx,Tx,Fy
518,-18.4016,0.440168,-9.60311
519,-18.8945,0.438454,-9.5706
520,-19.5132,0.434001,-9.48612
521,-20.1175,0.431243,-9.43375
522,-20.5889,0.438594,-9.57325
523,-21.2181,0.441653,-9.63127
524,-21.8278,0.448454,-9.76021
525,-22.4669,0.457449,-9.93055
526,-23.0684,0.462535,-10.0268
527,-23.6267,0.464413,-10.0623
528,-24.1491,0.46752,-10.1211
529,-24.6438,0.470042,-10.1687
530,-25.0644,0.475134,-10.265
531,-25.3669,0.482196,-10.3983
532,-25.6057,0.486489,-10.4793
533,-25.9242,0.490417,-10.5534
534,-26.1586,0.50046,-10.7426
535,-26.3685,0.508149,-10.8874
536,-26.6032,0.513876,-10.9951
537,-26.857,0.524498,-11.1946
538,-27.0974,0.535366,-11.3985
539,-27.3615,0.543031,-11.5421
540,-27.6503,0.559548,-11.8511
541,-27.9647,0.569596,-12.0387
542,-28.2309,0.586649,-12.3566
543,-28.561,0.60886,-12.7694
544,-28.8728,0.634502,-13.2443
545,-29.2141,0.667544,-13.8535
546,-29.5812,0.702412,-14.4929
547,-30.0054,0.735604,-15.0982
548,-30.4418,0.774158,-15.797
549,-30.9167,0.807113,-16.3904
550,-31.3946,0.840525,-16.9885
551,-31.8367,0.880275,-17.695
552,-32.279,0.891939,-17.9013
553,-32.6043,0.930417,-18.5783
554,-32.918,0.957852,-19.0578
555,-33.1883,0.99202,-19.6511
556,-33.4193,1.02712,-20.256
557,-33.6508,1.06139,-20.8423
558,-33.8786,1.09345,-21.3864
559,-34.0852,1.12352,-21.8931
560,-34.2478,1.15426,-22.4075
561,-34.359,1.18474,-22.9139
562,-34.4644,1.21648,-23.4371
563,-34.5439,1.25691,-24.0975
564,-34.5993,1.28312,-24.5221
565,-34.5757,1.30722,-24.9101
566,-34.5548,1.36088,-25.7649
567,-34.5132,1.36755,-25.8704
568,-34.4291,1.39235,-26.2606
569,-34.299,1.41945,-26.6842
570,-34.1734,1.448,-27.1269
571,-33.9567,1.47514,-27.5446
572,-33.7066,1.51193,-28.1058
573,-33.3836,1.54502,-28.6056
574,-33.0419,1.58426,-29.1921
575,-32.5959,1.61862,-29.7003
576,-32.187,1.64779,-30.1276
577,-31.7323,1.685,-30.6674
578,-31.2438,1.71529,-31.1026
579,-30.7631,1.74492,-31.5243
580,-30.2437,1.77746,-31.9831
581,-29.646,1.80983,-32.435
582,-29.0087,1.84298,-32.8931
583,-28.3646,1.86351,-33.1744
584,-27.7336,1.89429,-33.5928
585,-27.0601,1.9095,-33.7982
586,-26.3954,1.93692,-34.1657
587,-25.7262,1.94773,-34.3098
588,-25.0803,1.96702,-34.5657
589,-24.4021,1.97822,-34.7135
590,-23.7791,1.97754,-34.7045
591,-23.083,1.97481,-34.6685
592,-22.4581,1.9809,-34.7487
593,-21.819,1.97724,-34.7006
594,-21.139,1.9699,-34.6037
