time,route1,route3,route4,route6,route7,route8,route9,route10,route5,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,,,,,,,,,
610,-0.185365964,0.242321554,0.168811697,1.262169315,1.069736543,0.975256969,1.135602461,1.13235858,0.023357606,0.367880784,0.527263307,0.677667272,0.798329536,0.55032884,0.086464693,0.184219671,0.240467557,-0.061747965,0.212196511,,,,,,,,,
611,-0.138063826,0.270293891,0.127847964,1.276400623,1.034990322,1.008887408,1.140314681,1.08385601,0.012645545,0.340440819,0.56042304,0.632893836,0.79138119,0.530731633,0.095651806,0.215192788,0.282824942,-0.09262303,0.13708035,,,,,,,,,
612,-0.095806338,0.234150563,0.155600542,1.246461813,1.047297966,1.048151961,1.19914874,1.129739654,0.044693076,0.336326921,0.517868507,0.623679239,0.825863335,0.542512454,0.088680669,0.18953003,0.278137926,-0.064367348,0.11983738,,,,,,,,,
613,-0.099706203,0.243625911,0.177991253,1.285458056,1.065210379,1.019842978,1.281059602,1.155130263,0.031437923,0.357526993,0.566096165,0.604406599,0.848037946,0.609870406,0.061751106,0.18319286,0.29279254,-0.061322311,0.183169042,,,,,,,,,
614,-0.104211448,0.260827399,0.208326363,1.270622991,1.079948997,1.058436751,1.222388317,1.128762369,0.019956647,0.40268303,0.537402654,0.600781628,0.818602875,0.585315978,0.076626392,0.180218438,0.223821327,-0.077775332,0.184597673,,,,,,,,,
615,-0.105247608,0.285343195,0.155989466,1.253690546,1.043330839,1.059488056,1.1943747,1.093167434,0.052869202,0.356654013,0.526071399,0.610153113,0.799647471,0.556087745,0.055898411,0.19281042,0.274823918,-0.109908651,0.192618712,,,,,,,,,
616,-0.065540832,0.26679375,0.22038334,1.303865739,1.099563805,1.039438648,1.214379675,1.121005465,0.034603402,0.419607342,0.562253967,0.603613361,0.838256935,0.619205748,0.099731729,0.213406494,0.302975502,-0.102174872,0.212300923,,,,,,,,,
617,-0.062244002,0.296696375,0.187567654,1.302809153,1.079447679,1.014313353,1.226134081,1.095441134,0.065629183,0.412629607,0.623732634,0.635016041,0.82248996,0.585037953,0.086033839,0.197546174,0.264922641,-0.052267856,0.221638914,,,,,,,,,
618,-0.044592043,0.300985898,0.227421744,1.285922792,1.07243304,1.051296867,1.241007816,1.097844186,0.031975257,0.430520778,0.58456574,0.626467426,0.815751111,0.598334942,0.065713991,0.182667967,0.266820528,-0.095573251,0.188632851,,,,,,,,,
619,-0.029617487,0.296372989,0.259959769,1.292952104,1.054117256,1.029712338,1.272631152,1.138503806,0.056795132,0.428577858,0.582674221,0.669886499,0.841740031,0.594464375,0.07001042,0.15909708,0.237666972,-0.093170859,0.15796453,,,,,,,,,
620,-0.055853569,0.269988173,0.207188137,1.310807173,1.063685558,1.034468978,1.244271834,1.140816178,0.068554805,0.390567151,0.534208074,0.703964255,0.850814107,0.608448707,0.095151974,0.15803335,0.228334694,-0.129379136,0.161506299,,,,,,,,,
621,-0.04544211,0.281488385,0.199358927,1.333586616,1.081726714,1.04663528,1.28968985,1.136185692,0.085378482,0.396403591,0.553006189,0.781006035,0.88254461,0.627005737,0.054806191,0.172082622,0.259386067,-0.085391008,0.162866248,,,,,,,,,
622,-0.041939048,0.27075053,0.211702125,1.279945968,1.067193691,1.05067689,1.304799877,1.155966889,0.067064282,0.45257625,0.542636612,0.787382265,0.798973048,0.605944878,0.015829866,0.158534555,0.232079123,-0.123472824,0.195596394,,,,,,,,,
623,-0.005713799,0.320819959,0.238873645,1.268158535,1.112100107,1.056950533,1.287470384,1.181384265,0.088762325,0.48161019,0.597290948,0.724147768,0.773057132,0.547406917,0.031905567,0.126329662,0.229979627,-0.125463152,0.158228393,,,,,,,,,
624,-0.00422946,0.280712801,0.231236891,1.279765942,1.079846023,1.027542779,1.246029952,1.202646108,0.101774285,0.492326718,0.515572613,0.658129174,0.856190161,0.619269082,0.054968081,0.145544069,0.222263315,-0.081405053,0.159525986,,,,,,,,,
625,0.004997003,0.282568639,0.217017949,1.274385512,1.12472204,1.044861987,1.236737992,1.124835641,0.126623893,0.448416909,0.565418972,0.661195427,0.822569228,0.599158425,0.028871113,0.124670747,0.174677425,-0.07810555,0.143626362,,,,,,,,,
626,-0.069128724,0.277512731,0.196108189,1.272929158,1.079549382,1.03430993,1.247054149,1.095916045,0.096612817,0.441228894,0.553964541,0.658092336,0.863072628,0.610997355,0.069302978,0.103833638,0.200445879,-0.105172266,0.10920237,,,,,,,,,
627,-0.044035699,0.307979644,0.186740601,1.230488598,1.077982125,1.053872097,1.198414597,1.109796519,0.105166206,0.419586656,0.570398625,0.64096779,0.819661243,0.621911573,0.034868093,0.080400545,0.24222782,-0.159599411,0.143045052,,,,,,,,,
628,-0.092749883,0.285436339,0.239819195,1.292676494,1.08777516,1.047589935,1.240387278,1.192983854,0.076843846,0.41940072,0.569122789,0.671185188,0.82995252,0.609590253,-0.017997311,0.064118772,0.197359778,-0.158952423,0.138019884,,,,,,,,,
629,-0.052562512,0.324601051,0.246410922,1.254805352,1.042034495,1.038178092,1.165183802,1.15105446,0.108622213,0.470361585,0.551522385,0.661051898,0.813654709,0.595228059,0.040581922,0.137285539,0.231587358,-0.139656702,0.143983864,,,,,,,,,
630,-0.034169954,0.306599653,0.253495564,1.268830088,1.055394078,1.024589599,1.214858881,1.149611411,0.078237653,0.444346768,0.519292295,0.706542587,0.808537767,0.580200513,0.028831799,0.100340717,0.244747306,-0.136077555,0.117460872,,,,,,,,,
631,-0.061919711,0.346891725,0.239494345,1.270851506,0.972763996,1.05097205,1.208921062,1.171292667,0.104500193,0.420267149,0.548459217,0.685781683,0.805867232,0.56962771,0.038704422,0.128046904,0.196750259,-0.141720348,0.079302006,,,,,,,,,
632,-0.02238932,0.322020229,0.226616691,1.23475382,0.964110015,1.057484725,1.212227411,1.103321038,0.151526511,0.386947775,0.491090265,0.724766812,0.800742547,0.593013512,0.032169907,0.056218383,0.20115082,-0.153126743,0.111603843,,,,,,,,,
633,-0.027206204,0.29446819,0.210792941,1.283953748,0.990858313,1.066826742,1.231474647,1.104083193,0.158788882,0.434634571,0.512874815,0.689652394,0.776353462,0.605618149,0.030228697,0.055641269,0.178189975,-0.177832577,0.087129335,,,,,,,,,
634,0.011402791,0.367634189,0.229245531,1.259153237,0.980143193,1.049981743,1.20667787,1.104130663,0.144944255,0.406286859,0.475420541,0.701563605,0.821362537,0.640435409,-0.029661443,0.074039619,0.179199782,-0.189496902,0.071033597,,,,,,,,,
635,-0.0128405,0.29613344,0.255030261,1.195514406,1.005679122,1.020892022,1.219646831,1.146351386,0.148598808,0.384390639,0.50650396,0.643572004,0.808584173,0.622869601,-0.022742868,0.074450167,0.173218501,-0.192564512,0.112337292,,,,,,,,,
636,-0.056489002,0.310617213,0.21283907,1.194247671,0.95711889,1.020408361,1.235695097,1.156282991,0.126847096,0.4020779,0.516958364,0.682203514,0.778861437,0.61945741,-0.012377025,0.087196944,0.163675791,-0.205905256,0.101751605,,,,,,,,,
637,-0.046127957,0.278833474,0.196463495,1.219852726,0.988491214,1.016983849,1.192704821,1.09402368,0.184286598,0.409860105,0.463501127,0.66665516,0.774436605,0.583980615,-0.046360045,0.033532527,0.175089209,-0.18223756,0.104418224,,,,,,,,,
638,-0.068797017,0.312769462,0.230314481,1.221866234,0.972783298,1.042475921,1.147957651,1.055970327,0.14295559,0.370385633,0.51846892,0.645136639,0.729858659,0.539342162,-0.001378459,0.065104305,0.182632141,-0.133582311,0.085249216,,,,,,,,,
639,-0.058188803,0.314666371,0.20564394,1.226931776,1.009159584,1.045229124,1.184929621,1.092407176,0.172014138,0.375120385,0.529151256,0.649487512,0.735285438,0.557390984,-0.006558986,0.023145136,0.218700233,-0.150060359,0.093094446,,,,,,,,,
640,-0.044278483,0.320685265,0.19595273,1.203454236,0.991900201,1.025345372,1.201045079,1.079410907,0.151641367,0.399104071,0.516564348,0.634769693,0.724159729,0.529648054,-0.030121738,0.058291986,0.184296001,-0.173895438,0.095204352,,,,,,,,,
641,-0.048913809,0.277973172,0.196965007,1.163386354,0.981679099,1.02325246,1.140477882,1.066604787,0.122494996,0.369716802,0.47355334,0.640323038,0.701703609,0.552078046,-0.039851109,0.100241394,0.210886485,-0.184901666,0.088688944,,,,,,,,,
642,-0.08987453,0.31051399,0.20038173,1.127989985,0.95668953,1.010989128,1.133639943,1.083255721,0.162322649,0.370292077,0.455667126,0.632508153,0.688863641,0.561471706,-0.053408429,0.073277699,0.2138439,-0.183983042,0.136003738,,,,,,,,,
643,-0.043036417,0.299101902,0.200532191,1.141696751,0.929939539,0.981146931,1.105747185,1.101551129,0.10949818,0.353644727,0.391202344,0.603172935,0.664950059,0.54393193,-0.057409081,0.093035218,0.166984215,-0.216518866,0.088201645,,,,,,,,,
644,-0.056116788,0.295024259,0.202732489,1.149764868,0.887865127,0.964514112,1.144733516,1.047122824,0.088692206,0.343306738,0.375546737,0.585046962,0.684918292,0.535137315,-0.098599449,0.054031807,0.159409682,-0.153721794,0.101112132,,,,,,,,,
645,-0.067433711,0.322387835,0.181928437,1.13044284,0.871705955,0.969975556,1.106218805,1.052961176,0.141048723,0.331018791,0.387419457,0.592581923,0.650535391,0.505171431,-0.054524586,0.019293036,0.178100652,-0.187659167,0.064729661,,,,,,,,,
646,-0.082887694,0.287841492,0.203056608,1.106959052,0.843019399,0.922264215,1.107789328,1.009832132,0.108458788,0.358164696,0.388898537,0.538852315,0.619765599,0.453610957,-0.074912291,0.063131052,0.175196602,-0.195011336,0.075017051,,,,,,,,,
647,-0.071506583,0.271207068,0.175282591,1.108614713,0.854099328,0.925195679,1.105153307,1.000766987,0.126098465,0.307559337,0.404266854,0.519330248,0.66773983,0.490053117,-0.098324704,0.014197327,0.154356212,-0.162668151,0.08505523,,,,,,,,,
648,-0.091503257,0.27938248,0.188376865,1.110313801,0.843526092,0.893868609,1.063207242,1.024848875,0.111267819,0.32179729,0.41024659,0.503291781,0.59839484,0.456173567,-0.09650838,-0.011820917,0.134984562,-0.207073395,0.059215575,,,,,,,,,
649,-0.067230213,0.256617681,0.170840093,1.070055458,0.851634661,0.895002351,1.067767909,0.984390011,0.043709944,0.288761865,0.414195122,0.498652517,0.573969286,0.457204769,-0.108964674,-0.024578707,0.108515718,-0.209786978,0.053312674,,,,,,,,,
650,-0.0537204,0.258754851,0.136803732,1.049048823,0.851166585,0.904101243,1.024431191,0.966661934,0.096548399,0.274394303,0.436903004,0.466062767,0.619352214,0.396380398,-0.107928286,-0.048643376,0.149430279,-0.200610777,0.039991137,,,,,,,,,
651,-0.059089141,0.237913903,0.10975683,1.073697681,0.791827239,0.863608314,1.000817503,0.928265736,0.112294518,0.224087282,0.381574673,0.438560958,0.54962491,0.430276466,-0.112090144,-0.018880561,0.093780451,-0.217101659,-0.005153951,,,,,,,,,
652,-0.090007258,0.262697549,0.178846194,1.059225553,0.810142254,0.838959436,1.020797961,0.939987167,0.081138407,0.179444235,0.389623038,0.48285893,0.54906087,0.389537661,-0.116975689,-0.034988771,0.078768478,-0.241034696,0.028587703,,,,,,,,,
653,-0.088761815,0.289517491,0.142143063,1.026190151,0.851977508,0.850709561,1.045182983,0.935012152,0.071829294,0.259029483,0.398050662,0.417965103,0.48499281,0.375804893,-0.149295903,-0.004686379,0.070480828,-0.237595061,-0.010227106,,,,,,,,,
654,-0.105120884,0.258760896,0.168384931,0.976735075,0.835835763,0.893720023,0.99925217,0.897126477,0.043609173,0.222740637,0.349876516,0.392047124,0.498324607,0.353654655,-0.150634339,-0.042125334,0.081958608,-0.241852048,-0.02004166,,,,,,,,,
655,-0.09332886,0.227247381,0.160114695,1.002576804,0.771405043,0.811285137,0.975412674,0.872888536,0.072373766,0.213070172,0.389050632,0.389091269,0.486907741,0.356072211,-0.154026621,-0.01291724,0.076481162,-0.264799727,0.001597196,,,,,,,,,
656,-0.085395203,0.249937233,0.141802339,0.970556945,0.790210169,0.817857221,0.993045266,0.885214149,0.092554148,0.199960658,0.334811862,0.408917937,0.44811298,0.381028341,-0.163837223,-0.073456464,0.065114092,-0.277966051,-0.021104416,,,,,,,,,
657,-0.154676782,0.237639413,0.137576961,0.975899373,0.776403467,0.842761523,0.980886465,0.86166161,0.080172202,0.197885802,0.350086805,0.432670265,0.474892423,0.339473634,-0.186971495,-0.049343319,0.046957158,-0.281133119,-0.012916478,,,,,,,,,
658,-0.10643265,0.223716336,0.086761184,0.941329211,0.817239275,0.818014257,0.997089952,8.83E-01,0.067142042,0.159109662,0.298905693,0.447763213,0.456761659,0.347377821,-0.178241749,-0.101633374,0.053074907,-0.280150005,-0.028216677,,,,,,,,,
659,-0.106570046,0.209607657,0.155704759,0.922751757,0.758680257,0.809282335,0.969125318,0.895749373,0.05315118,0.15455441,0.2926566,0.444641141,0.482944407,0.326421614,-0.198781095,-0.116529924,0.025897248,-0.313550517,-0.019363124,,,,,,,,,
660,-0.147460946,0.195903412,0.122939144,0.91739223,0.723402729,0.782065075,0.908603999,0.838804574,0.062380858,0.172338027,0.325888516,0.433050714,0.45200638,0.284844778,-0.187907927,-0.112225718,-0.059619652,-0.319446137,-0.021736523,,,,,,,,,
661,-0.114844578,0.199455618,0.131123587,0.888818102,0.717744244,0.802864334,0.896963684,0.826081508,0.067654119,0.119571107,0.278439842,0.463237937,0.490860991,0.305450645,-0.234377003,-0.151913075,-0.013944026,-0.317190235,-0.072864946,,,,,,,,,
662,-0.116444763,0.183658087,0.125568501,0.937723804,0.713374552,0.80199002,0.891988985,0.808090317,0.050221158,0.144175922,0.220938011,0.413024012,0.437108504,0.255219375,-0.251256547,-0.124313867,-0.013892097,-0.352690006,-0.039769859,,,,,,,,,
663,-0.095982216,0.236675041,0.075559688,0.910602417,0.716578798,0.769862919,0.90328794,0.827436833,0.05963655,0.142639588,0.294530884,0.33802098,0.377532783,0.281623229,-0.238129967,-0.134375837,0.009943798,-0.297586203,-0.080265546,,,,,,,,,
664,-0.118760181,0.210131593,0.07448724,0.898978072,0.710573536,0.755266904,0.874175895,0.775658758,0.065308724,0.109851758,0.252806908,0.304077845,0.377310252,0.239493699,-0.263869969,-0.134071526,-0.00867719,-0.349673927,-0.087356678,,,,,,,,,
665,-0.118192184,0.243513015,0.131997424,0.84788751,0.742474008,0.761571679,0.880774224,0.863842438,0.050621479,0.080715726,0.275075019,0.258990107,0.374245159,0.225940418,-0.234736718,-0.154791753,-0.004421818,-0.332874164,-0.098556309,,,,,,,,,
666,-0.145731446,0.206091272,0.107317548,0.863871167,0.701076929,0.72517556,0.881691323,0.78170062,0.052282348,0.059515299,0.249450004,0.291554004,0.417733678,0.222330407,-0.238472128,-0.123229755,0.005198543,-0.346312478,-0.108120618,,,,,,,,,
667,-0.089075362,0.201985088,0.122301375,0.840847729,0.658956053,0.729169069,0.88537849,0.795137192,0.06595271,0.096693186,0.216058781,0.309292715,0.378920175,0.237112112,-0.268616028,-0.131936253,-0.020328553,-0.309715028,-0.115535908,,,,,,,,,
668,-0.139702544,0.218205806,0.150168128,0.844718597,0.710868732,0.708192028,0.90591084,0.764661677,0.057605806,0.102990787,0.223475814,0.327110515,0.377615501,0.250109423,-0.238847423,-0.144087959,-0.021197792,-0.333206358,-0.09273583,,,,,,,,,
669,-0.105481046,0.205819307,0.118167305,0.814847579,0.653812021,0.729608031,0.859349643,0.760655884,0.086604373,0.127134294,0.196421039,0.369453465,0.381953234,0.237416572,-0.264287839,-0.169384402,0.011498207,-0.326545153,-0.107044297,,,,,,,,,
670,-0.14723914,0.206117077,0.124550343,0.833107453,0.663668131,0.726975262,0.873913209,0.807374319,0.070043004,0.085518181,0.135280262,0.329591526,0.328176532,0.229658227,-0.281606654,-0.19167199,-0.021833828,-0.303948744,-0.089705517,,,,,,,,,
671,-0.126300554,0.240281548,0.154927423,0.814031809,0.665490106,0.719457217,0.862529675,0.787359485,0.076548507,0.074386685,0.140846182,0.303438131,0.365382988,0.210565581,-0.258269678,-0.174104562,-0.009011665,-0.323857742,-0.110554171,,,,,,,,,
672,-0.103853124,0.192263713,0.135445009,0.820633931,0.662115931,0.716369912,0.855772474,0.790961584,0.088817012,0.058254651,0.159747991,0.319471133,0.351085168,0.213476098,-0.245762935,-0.166785712,0.015996527,-0.365216711,-0.099745662,,,,,,,,,
673,-0.110005,0.233724546,0.162853889,0.863691964,0.673257479,0.711852999,0.8636848,0.780531556,0.046072047,0.076643857,0.177372125,0.336741172,0.379071264,0.204646537,-0.263212156,-0.217512578,-0.029930367,-0.338885874,-0.091050849,,,,,,,,,
674,-0.120687329,0.206157813,0.137990304,0.847695931,0.680694615,0.743701289,0.880091585,0.779966713,0.123076136,0.036717939,0.193268239,0.397289567,0.353216947,0.155877315,-0.28709838,-0.235377313,-0.039073255,-0.328804109,-0.121500355,,,,,,,,,
675,-0.090629745,0.230838114,0.158594489,0.837330014,0.657957613,0.739630833,0.84794026,0.813131027,0.092957802,0.078807304,0.189821991,0.428817157,0.351307728,0.189124482,-0.313019788,-0.185947754,-0.041412425,-0.354915843,-0.088221443,,,,,,,,,
676,-0.12388025,0.239973115,0.147797147,0.849866058,0.640025728,0.709095106,0.832441129,0.781980498,0.081013631,0.073321705,0.189301538,0.367570898,0.356135867,0.163584784,-0.286094882,-0.158594124,-0.025223228,-0.347178123,-0.10710896,,,,,,,,,
677,-0.077792164,0.251525823,0.208151142,0.875646427,0.646851593,0.732443854,0.891295184,0.763129851,0.097963379,0.021928603,0.150274586,0.322327559,0.326716211,0.156234566,-0.274297962,-0.216623547,0.016831428,-0.351753849,-0.065819041,,,,,,,,,
678,-0.075050238,0.241086871,0.168331371,0.855532807,0.669827833,0.715230347,0.859770524,0.814385835,0.101328325,0.014049203,0.146352672,0.306275333,0.32955238,0.182979059,-0.293638364,-0.168531524,-0.041352607,-0.32967661,-0.08394053,,,,,,,,,
679,-0.055718694,0.276422199,0.176999332,0.857283699,0.664220108,0.751843893,0.880352505,0.774072305,0.110554201,0.080268414,0.149918127,0.246893796,0.362735737,0.169259514,-0.263616563,-0.203308461,-0.040855304,-0.384516606,-0.07634899,,,,,,,,,
680,-0.050041215,0.248935305,0.182620637,0.86964593,0.647031658,0.713410162,0.918078078,0.81248457,0.118017484,0.054767595,0.134544967,0.287107185,0.36504108,0.142150899,-0.286771622,-0.223914782,-0.064879914,-0.401831202,-0.127740116,,,,,,,,,
681,-0.06191538,0.226283668,0.187211465,0.876418638,0.662012621,0.730407439,0.91156814,0.821478702,0.088783557,0.046639749,0.199327428,0.276279254,0.372917229,0.154386575,-0.282430136,-0.188554666,-0.013261505,-0.333904474,-0.064497235,,,,,,,,,
682,-0.080954545,0.308900214,0.188870838,0.86448643,0.672131439,0.714012843,0.897985935,0.811715251,0.150300602,0.007072534,0.205463278,0.330420508,0.366823682,0.115286835,-0.312440702,-0.234668446,-0.004410374,-0.335123621,-0.131413224,,,,,,,,,
683,-0.017913549,0.321792602,0.220403592,0.853265642,0.723216203,0.749066758,0.926860577,0.791836754,0.11541551,0.044251285,0.226303874,0.314631601,0.339855195,0.13368999,-0.293558218,-0.168418953,-0.03571042,-0.352479757,-0.127628843,,,,,,,,,
684,-0.060226711,0.31589258,0.251507442,0.883592232,0.682174017,0.726509279,0.873048217,0.817302165,0.107437368,0.076034172,0.212958453,0.299823632,0.310232158,0.141717311,-0.339601478,-0.184166749,0.005417275,-0.323333578,-0.096258251,,,,,,,,,
685,-0.109948651,0.28286677,0.205633032,0.888444345,0.67883411,0.735771362,0.872978835,0.808254864,0.105032822,0.04965043,0.161686413,0.291068883,0.36769113,0.149572339,-0.277503813,-0.12586122,-0.037055668,-0.320954798,-0.066439719,,,,,,,,,
686,-0.071757733,0.341228442,0.250175549,0.903793469,0.691961869,0.78615539,0.866321625,0.815244773,0.151787421,0.062183935,0.227697703,0.256295754,0.352048772,0.130179351,-0.286295649,-0.170611097,-0.023368045,-0.314545389,-0.081451074,,,,,,,,,
687,-0.062136249,0.287759922,0.226380187,0.866153772,0.694870259,0.754939662,0.884239762,0.796045716,0.14744349,0.04776656,0.240156295,0.256011139,0.371718046,0.14179869,-0.265467291,-0.164522653,-0.004707904,-0.330756681,-0.096763286,,,,,,,,,
688,-0.083336177,0.28521477,0.244534937,0.865407124,0.686670907,0.727068437,0.897287159,0.839161483,0.164760231,0.066376374,0.26511631,0.242963544,0.344328008,0.171570687,-0.250436424,-0.194520831,0.027574016,-0.324099029,-0.074759213,,,,,,,,,
689,-0.015959883,0.298016992,0.214553226,0.899510977,0.669473482,0.728511364,0.857716082,0.83132535,0.132418788,0.046587693,0.217997614,0.253299238,0.319514122,0.165611553,-0.273925326,-0.148681692,-0.006023783,-0.272806273,-0.049507004,,,,,,,,,
690,-0.019539654,0.312435696,0.26248979,0.895359351,0.712974987,0.740205948,0.902591163,0.832873212,0.178997978,0.040950341,0.203437208,0.203981674,0.333624544,0.15904712,-0.260182549,-0.162261663,0.005147836,-0.254104649,-0.064876745,,,,,,,,,
691,-0.026682272,0.348995008,0.278017249,0.886547905,0.690559899,0.780916583,0.874219539,0.832762344,0.162946882,0.047418523,0.251259455,0.184378377,0.347124742,0.175331571,-0.258919979,-0.150108883,0.01687664,-0.282699876,-0.034024629,,,,,,,,,
692,-0.032894522,0.325305946,0.242986015,0.908030649,0.724936494,0.823208392,0.854400716,0.824319457,0.196271133,0.112907971,0.215653193,0.175372353,0.367251584,0.169666135,-0.290533054,-0.116615228,0.033241763,-0.28937766,-0.0779653,,,,,,,,,
693,-0.042208762,0.349362332,0.319888376,0.884620508,0.718588876,0.823842348,0.926195785,0.860497241,0.220654107,0.065500755,0.222215113,0.154178799,0.341219588,0.148994027,-0.22508857,-0.120487558,0.075775051,-0.304341737,-0.064851319,,,,,,,,,
694,0.017609176,0.343433425,0.276281848,0.885395528,0.748752317,0.816196465,0.904626925,0.879872401,0.249597485,0.11176786,0.236036402,0.165001831,0.349886401,0.133280794,-0.234326132,-0.110999344,0.078759003,-0.261908372,-0.043630265,,,,,,,,,
695,0.014052268,0.340402772,0.304925868,0.914225516,0.728417898,0.79168288,0.900447096,0.841213633,0.182416172,0.077655445,0.230003143,0.204882853,0.342563272,0.173272805,-0.252995065,-0.114183342,0.051200754,-0.240936186,-0.026060645,,,,,,,,,
696,0.006072032,0.359417751,0.268263488,0.901016822,0.763701705,0.787973998,0.941168735,0.85811145,0.219919651,0.133242992,0.202358455,0.208009387,0.356379984,0.186952311,-0.233213366,-0.077859273,0.094807537,-0.259289825,-0.036230614,,,,,,,,,
697,0.021883341,0.412019693,0.312609177,0.903242619,0.742760687,0.760556778,0.912025569,0.874722763,0.225852421,0.076626545,0.295675833,0.212765151,0.3267971,0.172712589,-0.269735919,-0.094871686,0.110466549,-0.216898111,-0.033637319,,,,,,,,,
698,0.054975556,0.37546413,0.290606315,0.882464158,0.713395278,0.784502744,0.947634653,0.851265011,0.25550976,0.09567525,0.211782563,0.270695899,0.352711303,0.20311342,-0.191529649,-0.087167642,0.130118784,-0.24942953,0.002262578,,,,,,,,,
699,0.055693411,0.406568972,0.312779123,0.890509039,0.750915621,0.784315536,0.91892043,0.882460314,0.233811176,0.071697158,0.196915794,0.274254407,0.362287452,0.195767751,-0.204518227,-0.080044077,0.087900202,-0.217064538,0.024445303,,,,,,,,,
700,0.065550488,0.407667854,0.350714459,0.95479061,0.748144762,0.802008523,0.942952444,0.863997753,0.278589596,0.071991254,0.186485513,0.270856877,0.337919768,0.210597339,-0.162319367,-0.103700963,0.109560514,-0.1875457,0.001406214,,,,,,,,,
701,0.076405815,0.415092186,0.379819673,0.944557114,0.74731596,0.836371088,0.886218617,0.899860437,0.259293872,0.080783012,0.254273517,0.316274404,0.392870363,0.206739098,-0.189784198,-0.085284179,0.100853437,-0.189308285,0.034566757,,,,,,,,,
702,0.116265545,0.418469414,0.359805545,0.924455637,0.761050673,0.790449595,0.938346669,0.862597739,0.266924704,0.097025374,0.279053149,0.304793739,0.354697829,0.214133202,-0.171766299,-0.086269364,0.096198849,-0.195252639,0.022445472,,,,,,,,,
703,0.07921111,0.436543404,0.365707357,0.918336531,0.75461706,0.765843594,0.93651352,0.87975357,0.256044813,0.126895357,0.234811912,0.343797204,0.417733855,0.21678811,-0.230665843,-0.050955297,0.132119212,-0.175962893,0.055357115,,,,,,,,,
704,0.143095405,0.490952465,0.365850185,0.948209102,0.807272565,0.887802003,0.940609372,0.893146506,0.321218771,0.089501544,0.251742536,0.316428574,0.353101213,0.204711845,-0.167349499,-0.053873591,0.104108405,-0.187987747,0.037726166,,,,,,,,,
705,0.121338475,0.45575628,0.359687637,0.954396327,0.749146572,0.824035153,0.933337092,0.875410286,0.307516054,0.120203902,0.193669554,0.295097616,0.378580409,0.205079835,-0.185341769,-0.09324092,0.139789789,-0.121479541,0.047647474,,,,,,,,,
706,0.112007303,0.408235311,0.383797203,0.9332587,0.746660418,0.822089731,0.935746005,0.917129858,0.313068745,0.117558683,0.171863081,0.253199409,0.382455881,0.199268651,-0.174302092,-0.038151375,0.153186996,-0.168831314,0.071384304,,,,,,,,,
707,0.127490067,0.46545574,0.438813116,0.959215717,0.809704044,0.858459207,0.916374275,0.88507884,0.282130099,0.162250275,0.14057518,0.281580448,0.403719799,0.209229279,-0.166041214,-0.003622336,0.156769719,-0.146777139,0.089630916,,,,,,,,,
