time,route1,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,,,,,,,,,,,,,,,,,,,
731,-0.289731192,-0.437136638,-1.253155196,-1.063301879,0.409909245,0.909449543,0.206717712,-0.322878394,0.263323469,-0.385120479,-0.336282919,0.012058388,0.698710582,0.270136193,-0.026767887,0.198118144,-0.251581151,0.222920427,-0.01287585,,,,,,,,,,,,,,,,,,,
732,-0.303575743,-0.458534085,-1.245821974,-1.022914001,0.417975693,0.934250112,0.258202991,-0.344089178,0.246814565,-0.406565102,-0.30385475,-0.028741369,0.775341933,0.283599765,-0.055927523,0.186267774,-0.239849127,0.209036067,0.036621214,,,,,,,,,,,,,,,,,,,
733,-0.265977947,-0.399100539,-1.245930836,-0.990312988,0.424763663,0.930028506,0.24628182,-0.396777304,0.214013686,-0.389262845,-0.326015298,-0.000363745,0.747620289,0.243007932,-0.057648698,0.184472128,-0.313450522,0.192065036,-0.009489251,,,,,,,,,,,,,,,,,,,
734,-0.303685189,-0.410188256,-1.272302476,-0.971499039,0.423126226,0.966931436,0.236297356,-0.366205806,0.17617133,-0.409671922,-0.344959755,0.046660737,0.758333096,0.191940121,-0.044980289,0.178517674,-0.321213248,0.158188912,0.097761686,,,,,,,,,,,,,,,,,,,
735,-0.320774592,-0.382473568,-1.194610251,-0.963313764,0.426738191,0.953774908,0.186381298,-0.304762097,0.145742109,-0.426316264,-0.31608449,-7.56E-05,0.79620116,0.198776242,-0.053296747,0.216281895,-0.265195764,0.185793257,-0.028814126,,,,,,,,,,,,,,,,,,,
736,-0.315457052,-0.350497802,-1.26966299,-0.95780787,0.412126107,1.117603569,0.218449298,-0.36320281,0.145783757,-0.486791507,-0.389804465,-0.029962484,0.84088117,0.203378338,-0.044129036,0.230807647,-0.258086066,0.20309638,0.053545407,,,,,,,,,,,,,,,,,,,
737,-0.291028084,-0.341169856,-1.325182424,-0.926247764,0.430812604,1.093619769,0.209875682,-0.327354259,0.117914127,-0.433459914,-0.373855548,-0.079654943,0.826180869,0.22976628,-0.030693978,0.199997332,-0.233287521,0.18342715,0.031748969,,,,,,,,,,,,,,,,,,,
738,-0.296014023,-0.426966151,-1.345887666,-0.937598513,0.474723351,1.10047488,0.212729885,-0.29214681,0.056416285,-0.452794568,-0.364492863,-0.027583333,0.842345718,0.267679981,-0.058639942,0.203673468,-0.283069258,0.20448369,0.028362462,,,,,,,,,,,,,,,,,,,
739,-0.247168694,-0.427506659,-1.365483877,-0.939639336,0.482647573,1.086531147,0.163977302,-0.274788144,0.124731047,-0.5060718,-0.385902923,-0.049222186,0.823847328,0.267684495,-0.04905211,0.201661209,-0.273976214,0.19325113,0.008824458,,,,,,,,,,,,,,,,,,,
740,-0.286184734,-0.390323672,-1.351546557,-0.912961665,0.4784495,1.106713706,0.228724402,-0.278013097,0.138777282,-0.455462934,-0.417696142,-0.059685746,0.843326131,0.274648227,-0.03621648,0.237467249,-0.288462343,0.230314901,-0.028439807,,,,,,,,,,,,,,,,,,,
741,-0.309741655,-0.409634683,-1.38622666,-0.859664324,0.479720272,1.116900216,0.24288141,-0.364354409,0.147421444,-0.484402158,-0.38049181,0.017289952,0.834397927,0.274185241,-0.069741,0.257786925,-0.295243263,0.246519448,-0.013497746,,,,,,,,,,,,,,,,,,,
742,-0.24996121,-0.453212624,-1.467824366,-0.83551244,0.46074781,1.13625277,0.291502562,-0.342624964,0.120362709,-0.458708774,-0.442490148,-0.014391524,0.858824442,0.282246597,-0.038611488,0.283597301,-0.297072426,0.239825029,-0.026904188,,,,,,,,,,,,,,,,,,,
743,-0.287523263,-0.432775599,-1.457025112,-0.824745309,0.461679627,1.196593769,0.262552483,-0.333956064,0.052797101,-0.497713953,-0.44280959,-0.123432526,0.869002779,0.289746872,0.001168596,0.27447779,-0.296863239,0.240259545,-0.006836113,,,,,,,,,,,,,,,,,,,
744,-0.258513155,-0.492606531,-1.440916938,-0.741268666,0.524255149,1.22117348,0.294739089,-0.315555962,0.060244888,-0.533945275,-0.442149796,-0.132342288,0.852109971,0.27996597,-0.028838069,0.319208795,-0.280166219,0.305213366,0.003910689,,,,,,,,,,,,,,,,,,,
745,-0.290179879,-0.5122651,-1.430675279,-0.790367308,0.517666342,1.213897868,0.30804761,-0.266556571,0.062973208,-0.587293311,-0.439819529,-0.150385574,0.815673661,0.272328191,-0.037971339,0.314392159,-0.257353567,0.304298507,-0.055969393,,,,,,,,,,,,,,,,,,,
746,-0.260048362,-0.492867713,-1.43886158,-0.701130578,0.502170178,1.226344244,0.295802918,-0.287411397,0.065126174,-0.579152449,-0.439524333,-0.126443668,0.861783611,0.262407337,-0.003012855,0.268314362,-0.230701651,0.275437597,0.028355547,,,,,,,,,,,,,,,,,,,
747,-0.249153839,-0.515956033,-1.425611228,-0.741745352,0.46621051,1.249772333,0.342334379,-0.305121635,0.089442107,-0.576507606,-0.380282707,-0.176515662,0.830301089,0.302542428,0.048426042,0.267372545,-0.276940685,0.309530652,-0.022236601,,,,,,,,,,,,,,,,,,,
748,-0.284895563,-0.546867601,-1.419895844,-0.71636068,0.461301113,1.273199939,0.359858036,-0.270999726,0.075176515,-0.589203936,-0.427923021,-0.172947795,0.876254979,0.279945631,0.006035273,0.339026929,-0.284854006,0.291855298,0.064715095,,,,,,,,,,,,,,,,,,,
749,-0.23923026,-0.540255236,-1.377109689,-0.752158861,0.441471256,1.291241805,0.384835821,-0.255922414,0.074101907,-0.537319589,-0.414929424,-0.181654782,0.82912934,0.323135615,-0.021918371,0.307640487,-0.296793614,0.289564352,0.055213397,,,,,,,,,,,,,,,,,,,
750,-0.269704371,-0.589276733,-1.345260361,-0.704384496,0.455795947,1.256640616,0.409118594,-0.303591182,0.091938855,-0.548464114,-0.398717133,-0.147730912,0.872025641,0.337391145,-0.040761275,0.304120188,-0.288664463,0.302877859,0.01756057,,,,,,,,,,,,,,,,,,,
751,-0.239837913,-0.579424277,-1.319037058,-0.723457495,0.449098879,1.29382213,0.427820644,-0.275654406,0.059851135,-0.610720411,-0.379867234,-0.140576669,0.868013524,0.395419945,0.0304065,0.383063625,-0.239672643,0.289400218,0.017035605,,,,,,,,,,,,,,,,,,,
752,-0.221157571,-0.569939339,-1.372914769,-0.727698684,0.488706494,1.268913561,0.381707543,-0.288457749,0.119939748,-0.760060621,-0.352621643,-0.168208822,0.867347553,0.40507016,0.030103909,0.430783796,-0.229246328,0.284565762,0.039304644,,,,,,,,,,,,,,,,,,,
753,-0.221307729,-0.598047599,-1.33088844,-0.707257619,0.534829579,1.313489296,0.329560263,-0.300205849,0.047168679,-0.703892077,-0.360884004,-0.160485856,0.86872726,0.384246654,-0.015918061,0.438553528,-0.23123219,0.314799718,0.04960298,,,,,,,,,,,,,,,,,,,
754,-0.240425265,-0.549206936,-1.297170414,-0.663618682,0.477385252,1.303235379,0.40879859,-0.307680217,0.088792788,-0.79187609,-0.381835615,-0.152007963,0.816146446,0.461879336,0.045123595,0.436989278,-0.305862176,0.312230388,0.026542464,,,,,,,,,,,,,,,,,,,
755,-0.26426887,-0.526532903,-1.305204897,-0.695781321,0.474867044,1.22544999,0.431838775,-0.359925993,0.096065236,-0.791625028,-0.351430969,-0.070446125,0.860096109,0.42126294,-0.037396247,0.464899818,-0.250746954,0.282610744,0.04352623,,,,,,,,,,,,,,,,,,,
756,-0.270334718,-0.553635285,-1.274532861,-0.67786326,0.50486075,1.275128281,0.433070694,-0.366145203,0.0541836,-0.76976555,-0.362007523,-0.097685101,0.834660706,0.409965854,-0.043590596,0.475366801,-0.249876976,0.292992707,0.080100829,,,,,,,,,,,,,,,,,,,
757,-0.326651349,-0.560934775,-1.21928853,-0.654898047,0.514700752,1.336249505,0.406256837,-0.29694844,0.092536659,-0.749272579,-0.377932368,-0.075263778,0.815817105,0.383983443,-0.07311232,0.43321361,-0.246169679,0.270755891,0.057076958,,,,,,,,,,,,,,,,,,,
758,-0.299550917,-0.520265197,-1.224852285,-0.700050466,0.520815588,1.364002782,0.365543489,-0.34453679,0.110587631,-0.739661165,-0.371855521,-0.109529475,0.781615798,0.447488375,-0.027012029,0.457028094,-0.18526602,0.356096693,0.09785625,,,,,,,,,,,,,,,,,,,
759,-0.29427722,-0.531300323,-1.156937122,-0.646973916,0.503958965,1.417354447,0.309695738,-0.416361287,0.077172016,-0.683722983,-0.391339097,-0.093882078,0.810552116,0.379178527,-0.077642816,0.453255969,-0.201790866,0.274398546,0.09093954,,,,,,,,,,,,,,,,,,,
760,-0.193392686,-0.515635238,-1.119887882,-0.624427962,0.510601376,1.371757464,0.309565821,-0.430536459,0.064939276,-0.637813665,-0.450941637,-0.079593549,0.802533719,0.389345485,-0.034556021,0.477404804,-0.190435432,0.298598602,0.032309685,,,,,,,,,,,,,,,,,,,
761,-0.207036761,-0.496698903,-1.131817273,-0.846394135,0.493498857,1.385214158,0.331386333,-0.466760485,0.062132746,-0.666714439,-0.45281043,-0.063618605,0.752506327,0.363506763,-0.047142481,0.474598681,-0.223024626,0.309001194,0.04955385,,,,,,,,,,,,,,,,,,,
762,-0.22025632,-0.475935679,-1.134312647,-0.849387308,0.52383395,1.351080072,0.355403052,-0.485580349,0.084878752,-0.64945129,-0.464584244,-0.012273778,0.752105648,0.324425091,-0.048241697,0.436505217,-0.170345883,0.305357107,0.10146352,,,,,,,,,,,,,,,,,,,
763,-0.235021352,-0.473642258,-1.087160883,-0.832506664,0.556644311,1.370643629,0.327743698,-0.484140034,0.11151375,-0.65210073,-0.452093785,-0.049350874,0.744235405,0.32661656,-0.061579554,0.448568444,-0.237843766,0.286654409,0.051899007,,,,,,,,,,,,,,,,,,,
764,-0.224512103,-0.504648186,-1.146375906,-0.859577536,0.482083969,1.41753591,0.340763137,-0.520133613,0.108888721,-0.665585286,-0.463937029,-0.062548303,0.77560042,0.385867027,-0.036231318,0.503872581,-0.227326562,0.258065892,0.055394925,,,,,,,,,,,,,,,,,,,
765,-0.175484515,-0.514441861,-1.09267055,-0.790986098,0.505209377,1.398272638,0.317588393,-0.48085337,0.096438489,-0.669276297,-0.521829942,-0.045117194,0.762971881,0.337822998,-0.05489826,0.488729593,-0.245945794,0.260172692,0.055976277,,,,,,,,,,,,,,,,,,,
766,-0.225182936,-0.483954579,-1.081857806,-1.048990909,0.487266624,1.379399245,0.327653508,-0.480845136,0.09681918,-0.589097576,-0.491477625,-0.034044717,0.724486029,0.389128107,-0.022816359,0.519163127,-0.175073316,0.282525563,0.047390692,,,,,,,,,,,,,,,,,,,
767,-0.142187975,-0.556912497,-1.1174504,-1.056315036,0.457646124,1.390038554,0.33995742,-0.440286117,0.082318013,-0.588396695,-0.468020071,-0.084821085,0.740056807,0.346481722,-0.038671348,0.476753554,-0.182849039,0.328818907,0.07324364,,,,,,,,,,,,,,,,,,,
768,-0.178525209,-0.580628001,-1.066249984,-1.070896504,0.429615617,1.363228521,0.322935028,-0.445074355,0.050625668,-0.575829911,-0.485313226,-0.103219772,0.752601374,0.342366004,-0.04593327,0.487638396,-0.21299461,0.311609646,0.058067029,,,,,,,,,,,,,,,,,,,
769,-0.249416357,-0.537692068,-1.031541522,-1.027835656,0.440406415,1.357019606,0.348588674,-0.453163575,0.038274377,-0.62004558,-0.492750628,-0.0558516,0.713870881,0.3692546,-0.065385048,0.478007438,-0.178425303,0.35486485,0.068097814,,,,,,,,,,,,,,,,,,,
770,-0.21538239,-0.525308533,-1.011642609,-1.157631388,0.472007782,1.340547213,0.357987267,-0.477416229,0.062376687,-0.636207236,-0.466770532,-0.119815335,0.761960352,0.335905914,-0.112963456,0.557458134,-0.167023993,0.357873919,0.092213121,,,,,,,,,,,,,,,,,,,
771,-0.242362991,-0.549959385,-1.023310248,-1.105132532,0.438793837,1.334749564,0.335283816,-0.470141745,0.088079085,-0.580131346,-0.503704962,-0.155608501,0.76108382,0.323299741,-0.135553099,0.529245793,-0.225305255,0.395585007,0.134536293,,,,,,,,,,,,,,,,,,,
772,-0.256889623,-0.562414582,-1.078229749,-1.116106613,0.45980609,1.387313768,0.387327263,-0.479608704,0.060129126,-0.611351208,-0.532662467,-0.117316324,0.758183531,0.307093134,-0.041803355,0.57163209,-0.168666673,0.421798638,0.07950752,,,,,,,,,,,,,,,,,,,
773,-0.260799968,-0.551339792,-1.090884125,-1.032253258,0.440771991,1.277925277,0.3705755,-0.447914654,0.071743745,-0.636241901,-0.511954375,-0.184700777,0.77064352,0.340892595,0.03772805,0.568679293,-0.171675499,0.423112907,0.086797711,,,,,,,,,,,,,,,,,,,
774,-0.194766992,-0.558354833,-1.06180586,-0.909772444,0.446391325,1.305769394,0.409588959,-0.429776792,0.117401443,-0.701058047,-0.485975202,-0.17906367,0.758212647,0.303548591,0.088969014,0.518475108,-0.213270912,0.477035411,0.08826857,,,,,,,,,,,,,,,,,,,
775,-0.159676854,-0.599947598,-1.009528233,-0.973911735,0.480083246,1.23546886,0.346894149,-0.447432531,0.108676689,-0.628784134,-0.45789113,-0.156675954,0.743827897,0.302240092,0.041595057,0.476725069,-0.251953605,0.440254991,0.08491101,,,,,,,,,,,,,,,,,,,
776,-0.158371309,-0.585921605,-0.95766458,-0.920667016,0.470683284,1.257659395,0.309113354,-0.450544068,0.155589774,-0.649792195,-0.379079456,-0.200668043,0.719059843,0.311655082,0.05672978,0.534296049,-0.184789263,0.432715161,0.06832228,,,,,,,,,,,,,,,,,,,
777,-0.159679665,-0.552303406,-0.954518638,-0.88628824,0.428044637,1.253187083,0.348254661,-0.436551866,0.150042,-0.635154973,-0.442031396,-0.175336508,0.724658052,0.330141553,0.173555967,0.524084641,-0.157914046,0.399209582,0.12033821,,,,,,,,,,,,,,,,,,,
778,-0.140487874,-0.566255957,-0.970299242,-0.814416046,0.463562978,1.188992146,0.405183673,-0.448302002,0.193594373,-0.617681059,-0.450374585,-0.170163202,0.747513063,0.295188478,0.071007002,0.510263214,-0.177754775,0.461507093,0.106171282,,,,,,,,,,,,,,,,,,,
779,-0.119845775,-0.580751545,-0.999285736,-0.804619111,0.429535819,1.270095017,0.434349632,-0.418712302,0.190272073,-0.622559121,-0.406859823,-0.226811652,0.696501937,0.254788313,0.054176115,0.546417872,-0.112114321,0.445368444,0.080393913,,,,,,,,,,,,,,,,,,,
780,-0.148110223,-0.585674657,-1.010484076,-0.876802957,0.445016513,1.271578979,0.394193733,-0.370617233,0.207572849,-0.691222739,-0.454269683,-0.171998544,0.666679052,0.275566664,0.0760581,0.549215392,-0.111984504,0.504899283,0.061799849,,,,,,,,,,,,,,,,,,,
781,-0.136530011,-0.573597323,-1.086322109,-0.829793504,0.474677439,1.295832084,0.405366244,-0.399841924,0.1057745,-0.637782407,-0.453396978,-0.208850557,0.646511033,0.271853885,0.182392986,0.56981031,-0.166300494,0.501315023,0.064927601,,,,,,,,,,,,,,,,,,,
782,-0.090164655,-0.589402271,-1.050487162,-0.843112631,0.474288345,1.224808232,0.385635397,-0.401797377,0.159026573,-0.603740959,-0.407693569,-0.190768561,0.672638676,0.240928172,0.118705174,0.519099938,-0.147398254,0.5331106,0.112572415,,,,,,,,,,,,,,,,,,,
783,-0.078617213,-0.614396228,-0.997070686,-0.869860775,0.482385119,1.203698615,0.440629625,-0.401983899,0.251740248,-0.574899279,-0.436115931,-0.213484073,0.638998653,0.185233329,0.125725945,0.449044718,-0.162820754,0.482403491,0.099645412,,,,,,,,,,,,,,,,,,,
784,-0.033727914,-0.582936121,-0.983294899,-0.853306644,0.428163444,1.200137397,0.422599096,-0.422592926,0.260368372,-0.592880718,-0.396905618,-0.232093664,0.68500501,0.208677296,0.152840908,0.476079835,-0.110513975,0.497146431,0.064046894,,,,,,,,,,,,,,,,,,,
785,-0.024189483,-0.592590144,-0.949214554,-0.812869232,0.418220759,1.20306676,0.438028268,-0.40379247,0.284073318,-0.601592882,-0.404183444,-0.162580305,0.657133767,0.234402491,0.206983941,0.453392081,-0.163063414,0.501529644,0.097170757,,,,,,,,,,,,,,,,,,,
786,-0.031830896,-0.566324341,-1.038819069,-0.849842477,0.420497581,1.172513389,0.463115426,-0.410429041,0.276810167,-0.622941012,-0.372350273,-0.126695313,0.635246185,0.207708872,0.182353371,0.482087351,-0.170619976,0.475168169,0.060374251,,,,,,,,,,,,,,,,,,,
787,-0.013629901,-0.611556007,-1.045538577,-0.835198773,0.443209119,1.213413362,0.419843422,-0.39187099,0.338601617,-0.549059339,-0.402083589,-0.110958378,0.665086602,0.201930288,0.111762081,0.468208478,-0.181595295,0.549830543,0.076686387,,,,,,,,,,,,,,,,,,,
788,0.0085527,-0.586790295,-1.042003321,-0.823348541,0.437020747,1.210224121,0.410033234,-0.35710194,0.380309601,-0.598069085,-0.436526869,-0.124007562,0.642183793,0.177895589,0.140084206,0.455839576,-0.167530737,0.576784002,0.087567737,,,,,,,,,,,,,,,,,,,
789,-0.006609299,-0.582690233,-0.970822805,-0.812510789,0.476777807,1.279641631,0.430405232,-0.33610439,0.292729975,-0.604171971,-0.414175528,-0.123044087,0.634089722,0.179594109,0.180557032,0.44610635,-0.166088291,0.528574862,0.089932088,,,,,,,,,,,,,,,,,,,
790,-0.037165014,-0.578145236,-1.022153072,-0.850792134,0.513050047,1.243164296,0.440152877,-0.329983924,0.251036693,-0.501870524,-0.369582744,-0.0979379,0.585500279,0.19680891,0.226252095,0.391378317,-0.143322023,0.522756891,0.105631102,,,,,,,,,,,,,,,,,,,
791,-0.082914837,-0.561527081,-1.052841534,-0.764005545,0.510072931,1.23820927,0.447842788,-0.244174616,0.299172299,-0.522000071,-0.368232292,-0.10846067,0.572907634,0.166155352,0.205464123,0.383907415,-0.089082802,0.517751357,0.110453795,,,,,,,,,,,,,,,,,,,
792,-0.174333854,-0.523133667,-1.09110527,-0.830623961,0.473140146,1.261948352,0.442775914,-0.302953722,0.244457613,-0.500811475,-0.360142318,-0.068467741,0.525447728,0.170083716,0.183523107,0.387307526,-0.198291947,0.552111127,0.126283215,,,,,,,,,,,,,,,,,,,
793,-0.152400376,-0.541564449,-1.064416214,-0.796542341,0.494950837,1.260281555,0.455158733,-0.309566138,0.323869534,-0.507665984,-0.299078294,-0.066618724,0.545740863,0.13297329,0.202782571,0.3801556,-0.21563856,0.532149003,0.139610049,,,,,,,,,,,,,,,,,,,
794,-0.081178903,-0.510741949,-1.070764252,-0.761764977,0.474502968,1.223335696,0.475726705,-0.299074887,0.327006152,-0.448931968,-0.374789616,-0.089845224,0.549117777,0.156554056,0.139234497,0.427260851,-0.197952587,0.544677188,0.115893261,,,,,,,,,,,,,,,,,,,
795,-0.134111125,-0.500679875,-1.048617328,-0.729320172,0.487528351,1.281077773,0.430204282,-0.268879727,0.325058387,-0.473865588,-0.377558788,-0.080568441,0.517491225,0.151163687,0.179111458,0.391507601,-0.136768426,0.500403966,0.0887713,,,,,,,,,,,,,,,,,,,
796,-0.136396642,-0.485241757,-1.083662718,-0.762175151,0.486912153,1.314792121,0.484683388,-0.292012236,0.40595282,-0.428277415,-0.395643604,-0.180933833,0.546672148,0.156263227,0.190336383,0.366735023,-0.174395882,0.507073042,0.032272285,,,,,,,,,,,,,,,,,,,
797,-0.10960874,-0.481705696,-1.075981235,-0.643632262,0.52056747,1.267466107,0.452550302,-0.429964816,0.342968414,-0.445204081,-0.440121359,-0.180552089,0.519657985,0.143755564,0.265589852,0.332774456,-0.218082212,0.557522143,0.061770099,,,,,,,,,,,,,,,,,,,
798,-0.068986466,-0.435341466,-1.034433196,-0.65208611,0.515627003,1.306637599,0.508676853,-0.459664148,0.341347683,-0.421255526,-0.406324608,-0.148924667,0.503481119,0.139708795,0.309136483,0.333146553,-0.177618997,0.502774693,0.052673611,,,,,,,,,,,,,,,,,,,
799,-0.126562258,-0.4647971,-1.005659902,-0.6033803,0.515987827,1.239168471,0.469024673,-0.41003666,0.396138222,-0.429026233,-0.437536031,-0.154341599,0.528011906,0.145843563,0.272256113,0.294633668,-0.186887049,0.501366068,0.066466427,,,,,,,,,,,,,,,,,,,
800,-0.050672676,-0.491994655,-1.008752378,-0.582157216,0.491321813,1.21904896,0.502156334,-0.401782737,0.361301585,-0.472096736,-0.472029053,-0.112499738,0.520804623,0.144149468,0.307434515,0.313413715,-0.164305461,0.528493051,0.064859452,,,,,,,,,,,,,,,,,,,
801,-0.061950091,-0.476226792,-0.984529831,-0.562804443,0.524688539,1.204961974,0.515210367,-0.360873929,0.287626642,-0.488428061,-0.397125726,-0.126931954,0.448580977,0.135896993,0.266344392,0.303425243,-0.141810544,0.47558911,0.073254591,,,,,,,,,,,,,,,,,,,
802,-0.040889959,-0.502414662,-0.968300105,-0.56637437,0.454815716,1.204141057,0.551015625,-0.314369361,0.275413957,-0.476919743,-0.388859835,-0.169098902,0.46913608,0.154639937,0.290696077,0.316872759,-0.101281925,0.481172721,0.108760462,,,,,,,,,,,,,,,,,,,
803,0.029338792,-0.496923001,-1.026417998,-0.579441367,0.499336319,1.190982986,0.5296318,-0.322240293,0.364632253,-0.449226794,-0.434403944,-0.150087329,0.424666918,0.156775322,0.323778532,0.259308704,-0.138621441,0.519694607,0.109849708,,,,,,,,,,,,,,,,,,,
804,-0.018830597,-0.524351379,-0.995356508,-0.561797843,0.4974296,1.155785866,0.531078058,-0.358823492,0.40260382,-0.460976011,-0.451948045,-0.159783803,0.45895775,0.064153256,0.338610785,0.319484118,-0.075380762,0.455485567,0.106455328,,,,,,,,,,,,,,,,,,,
805,-0.047653453,-0.452834869,-1.043697802,-0.530061408,0.510131574,1.198196966,0.540721902,-0.348053518,0.383584799,-0.468796703,-0.475691604,-0.236000319,0.50000426,0.123907255,0.318291127,0.276312361,-0.11170152,0.531813623,0.194576452,,,,,,,,,,,,,,,,,,,
806,-0.049957736,-0.452975885,-1.06886826,-0.577999519,0.483863633,1.235652818,0.551352567,-0.289603322,0.431134737,-0.399762313,-0.45893067,-0.170518499,0.472043971,0.092203832,0.324675273,0.263875124,-0.08806332,0.485171176,0.150031741,,,,,,,,,,,,,,,,,,,
807,-0.086577206,-0.483461798,-1.092403202,-0.606144369,0.482426094,1.220376169,0.601294835,-0.293426072,0.35060895,-0.402981444,-0.469850179,-0.138964196,0.430589415,0.102971342,0.257836815,0.236715077,-0.042116887,0.520935835,0.177802775,,,,,,,,,,,,,,,,,,,
808,-0.048145977,-0.486595837,-1.077797631,-0.599625983,0.467518579,1.191161411,0.579906844,-0.208404275,0.448257563,-0.410025358,-0.41222094,-0.131691964,0.485591984,0.112537911,0.318456984,0.29014827,0.007732934,0.527569493,0.147429985,,,,,,,,,,,,,,,,,,,
809,-0.042593546,-0.513618524,-1.133982935,-0.622491951,0.484411219,1.221025164,0.564650278,-0.212917152,0.467064426,-0.362203228,-0.440008774,-0.162983593,0.375311401,0.110649727,0.297108972,0.310759718,0.034590315,0.547539875,0.15485679,,,,,,,,,,,,,,,,,,,
810,-0.000651884,-0.451457075,-1.124874605,-0.586492388,0.438698786,1.24759256,0.562411044,-0.207573367,0.482778316,-0.355486192,-0.395203437,-0.102100573,0.44494741,0.128767003,0.288395775,0.323292578,0.009514884,0.544110389,0.133992877,,,,,,,,,,,,,,,,,,,
811,0.063274095,-0.485899682,-1.100470172,-0.522216632,0.496347107,1.194071517,0.528582244,-0.137466186,0.434591805,-0.346033852,-0.373499439,-0.118835177,0.418084401,0.121398311,0.308298833,0.369959172,0.048341222,0.554123255,0.151633133,,,,,,,,,,,,,,,,,,,
812,0.02388422,-0.427421614,-1.18560664,-0.464864453,0.530071021,1.223715894,0.587106755,-0.209861924,0.422283007,-0.368683499,-0.455701402,-0.08885355,0.439498718,0.137543839,0.294267922,0.379885095,0.061482773,0.511997298,0.169508906,,,,,,,,,,,,,,,,,,,
813,0.04075421,-0.461998689,-1.158811891,-0.444257688,0.54805577,1.256765148,0.632561915,-0.209251143,0.461996698,-0.324298578,-0.393116816,-0.18383191,0.425105993,0.156062554,0.350470711,0.430543819,0.111752659,0.556302095,0.167845025,,,,,,,,,,,,,,,,,,,
814,0.020871736,-0.45170792,-1.200766135,-0.394094409,0.49582506,1.284123684,0.694401499,-0.235525489,0.468113169,-0.301997448,-0.341056207,-0.171662228,0.41779193,0.134350356,0.382873984,0.456301011,0.120518178,0.552783602,0.181976037,,,,,,,,,,,,,,,,,,,
815,0.052867696,-0.416025016,-1.161104243,-0.387362123,0.500878423,1.306152721,0.639120751,-0.27063379,0.478746239,-0.304018737,-0.402319851,-0.229022691,0.413865175,0.121152324,0.334588254,0.447640305,0.122901322,0.569723926,0.224918613,,,,,,,,,,,,,,,,,,,
816,0.011189935,-0.42764462,-1.124256728,-0.311694402,0.526474068,1.224811612,0.608871061,-0.204819424,0.515830476,-0.315231179,-0.318128644,-0.221903538,0.402021538,0.119474734,0.37113207,0.415905611,0.149460835,0.586870105,0.164065328,,,,,,,,,,,,,,,,,,,
817,0.060956912,-0.458181346,-1.122962422,-0.323778683,0.492847175,1.228545271,0.60532755,-0.188965362,0.551332068,-0.333304027,-0.34426548,-0.210072912,0.415218902,0.113983819,0.400843468,0.506312178,0.097185962,0.549355955,0.213856132,,,,,,,,,,,,,,,,,,,
818,0.087234728,-0.392098213,-1.189492244,-0.28482322,0.508324226,1.288976696,0.644671591,-0.207811134,0.584389749,-0.408705118,-0.341392448,-0.173945641,0.39503795,0.125665769,0.388439716,0.462723392,0.094200664,0.547903026,0.187234393,,,,,,,,,,,,,,,,,,,
819,0.064685228,-0.44213817,-1.125548331,-0.312737967,0.537209785,1.258486286,0.640479414,-0.137633375,0.573600276,-0.434474513,-0.295341642,-0.131222815,0.372960427,0.108024314,0.373758365,0.492789647,0.060193977,0.550577545,0.188262988,,,,,,,,,,,,,,,,,,,
820,0.016246008,-0.364765236,-1.172609838,-0.255808512,0.612482082,1.263290284,0.727764547,-0.129327334,0.618091317,-0.349933781,-0.280011563,-0.161992483,0.37017697,0.071669296,0.425902134,0.537926039,0.099310147,0.578421987,0.194237538,,,,,,,,,,,,,,,,,,,
821,0.054102284,-0.352102752,-1.188059407,-0.278214512,0.617628397,1.264531825,0.739318301,-0.106818922,0.560999163,-0.391844559,-0.293521687,-0.143673023,0.352745327,0.07541297,0.385481002,0.539515349,0.110136326,0.570515044,0.202225184,,,,,,,,,,,,,,,,,,,
822,-0.026149046,-0.360877206,-1.307822355,-0.288409254,0.601519672,1.2621332,0.71799972,-0.02491588,0.553790678,-0.402752813,-0.306355536,-0.097684088,0.386455728,0.05368151,0.344591994,0.53183561,0.073569483,0.543565077,0.182278201,,,,,,,,,,,,,,,,,,,
823,-0.039718546,-0.33132989,-1.331497921,-0.253839502,0.637962129,1.237849874,0.673265061,0.014266493,0.611221422,-0.367036616,-0.335472535,-0.133733975,0.323333524,0.072210259,0.380793852,0.485347375,0.028288626,0.553216753,0.239791544,,,,,,,,,,,,,,,,,,,
824,-0.056472842,-0.316086756,-1.328450919,-0.223237575,0.597288212,1.298926406,0.685408496,0.130657401,0.646563804,-0.416091453,-0.340227702,-0.133054107,0.352876485,0.04629725,0.348767717,0.49180253,0.081136458,0.547649826,0.19812911,,,,,,,,,,,,,,,,,,,
825,-0.056588398,-0.335159109,-1.328552646,-0.205989053,0.612468713,1.292381946,0.713447516,0.191591714,0.690384527,-0.393386902,-0.378838102,-0.087006697,0.36412093,0.086316697,0.357620353,0.508677329,0.096487725,0.549617156,0.20406133,,,,,,,,,,,,,,,,,,,
826,-0.062345725,-0.290371402,-1.329312517,-0.153679488,0.636062462,1.298899856,0.689327462,0.151594616,0.669694213,-0.434964534,-0.372121048,-0.095721756,0.357573493,0.098598966,0.388691753,0.57726855,0.114663432,0.548782121,0.186628889,,,,,,,,,,,,,,,,,,,
