Var1,Var2_1,Var2_2,Var2_3,Var2_4
927,-20.22049978,-21.03870036,-16.36098478,-20.47039945
928,-20.23274677,-21.05522945,-16.38305293,-20.48851688
929,-20.24460541,-21.07166125,-16.40484881,-20.50635412
930,-20.25608172,-21.08799725,-16.42637635,-20.52391551
931,-20.26718161,-21.10424827,-16.44763725,-20.54066219
932,-20.27792936,-21.12041568,-16.46863563,-20.55714988
933,-20.28836429,-21.13650077,-16.48937554,-20.57338259
934,-20.29849124,-21.15250482,-16.509861,-20.58936425
935,-20.30831498,-21.16842908,-16.53009593,-20.60509876
936,-20.3178402,-21.18427478,-16.55007319,-20.62058994
937,-20.3270747,-21.20007355,-16.56976593,-20.63584154
938,-20.33605358,-21.21584392,-16.58917855,-20.65219749
939,-20.34478077,-21.23158634,-16.60831538,-20.6683005
940,-20.35326018,-21.24730124,-16.62718068,-20.68415447
941,-20.36149563,-21.26298904,-16.64577866,-20.69976326
942,-20.3694909,-21.27865016,-16.66413853,-20.71513066
943,-20.37729416,-21.29428256,-16.68229845,-20.73026041
944,-20.38491705,-21.30988,-16.70026152,-20.74552273
945,-20.39236236,-21.32544301,-16.71803078,-20.76054902
946,-20.39963283,-21.34097212,-16.73560923,-20.77534292
947,-20.40673117,-21.35646786,-16.75299981,-20.78990804
948,-20.41369196,-21.37193074,-16.77015788,-20.80424791
949,-20.42054053,-21.38736127,-16.78705242,-20.81836601
950,-20.42727861,-21.40276265,-16.80368752,-20.83226578
951,-20.43390792,-21.4181356,-16.8200672,-20.8468569
952,-20.44043013,-21.43348057,-16.83619539,-20.86122237
953,-20.44687073,-21.44879799,-16.85207599,-20.87536568
954,-20.45328138,-21.46408828,-16.8677965,-20.88929026
955,-20.45966254,-21.47935186,-16.8833893,-20.9029995
956,-20.46601466,-21.49458076,-16.89885635,-20.91649672
957,-20.47233819,-21.50976838,-16.9141996,-20.93066489
958,-20.47863214,-21.52491537,-16.92942096,-20.94461395
959,-20.48487556,-21.54002235,-16.94452232,-20.95834729
960,-20.49106923,-21.55508995,-16.95949495,-20.97186824
961,-20.49721393,-21.57011877,-16.97433959,-20.98518009
962,-20.50331042,-21.58520419,-16.98905823,-20.99828607
963,-20.50935943,-21.600782,-17.00365282,-21.01118937
964,-20.51534488,-21.61684458,-17.01812526,-21.02513037
965,-20.52126368,-21.63338445,-17.03247103,-21.03885577
966,-20.52711687,-21.6503942,-17.04657626,-21.0523689
967,-20.53290545,-21.66786659,-17.06044467,-21.06567306
968,-20.53863042,-21.68579445,-17.07407993,-21.07877147
969,-20.54434639,-21.70353761,-17.08748564,-21.0916673
970,-20.55009782,-21.72095548,-17.10066536,-21.10436371
971,-20.55588415,-21.7380531,-17.11362845,-21.11997281
972,-20.56170486,-21.75483541,-17.1264003,-21.13534052
973,-20.5675594,-21.7713073,-17.13898386,-21.15047056
974,-20.57345567,-21.78747356,-17.15138206,-21.16536661
975,-20.57941363,-21.80360809,-17.16359774,-21.1800323
976,-20.58543235,-21.82003742,-17.17563375,-21.19447119
977,-20.59151088,-21.83675701,-17.18761923,-21.21159308
978,-20.59764829,-21.85376234,-17.19977162,-21.22845019
979,-20.60384249,-21.87104902,-17.21208834,-21.2450466
980,-20.61005625,-21.88861268,-17.22456684,-21.26138635
981,-20.61628927,-21.90637913,-17.23720463,-21.2774734
982,-20.62254125,-21.92363108,-17.24999924,-21.29331166
983,-20.6288119,-21.94037651,-17.26282148,-21.30890499
984,-20.63510093,-21.95662323,-17.27555686,-21.32601729
985,-20.64145299,-21.97237896,-17.28820671,-21.34286495
986,-20.64788022,-21.9876513,-17.30077236,-21.35945207
987,-20.65438148,-22.00244773,-17.31325512,-21.37578266
988,-20.66095562,-22.01681197,-17.32565625,-21.3918607
989,-20.66760152,-22.03076444,-17.33794347,-21.40769009
990,-20.67432216,-22.04431152,-17.35010307,-21.42327468
991,-20.68112027,-22.05745946,-17.362137,-21.44035947
992,-20.68799464,-22.07021443,-17.37404721,-21.45718005
993,-20.69494409,-22.08258253,-17.38583562,-21.4737405
994,-20.70196746,-22.09458201,-17.39750412,-21.49004485
995,-20.70907121,-22.10624012,-17.40898019,-21.50609704
996,-20.71627598,-22.11756213,-17.42025289,-21.52190099
997,-20.7235802,-22.12855325,-17.43132535,-21.53919698
998,-20.73098233,-22.13921859,-17.44220068,-21.55622548
999,-20.73848087,-22.1495632,-17.45288192,-21.57299064
1000,-20.74607432,-22.15959202,-17.46337206,-21.58949653
