Var1,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6
954,-21.3961371,-25.95651644,-26.08226405,-20.61183686,-20.41874414,-14.97743105
955,-21.44658062,-26.0061216,-26.10721097,-20.603908,-20.45180839,-15.01843275
956,-21.44211974,-26.04717319,-26.13215789,-20.59563245,-20.48491564,-15.05911182
957,-21.42616724,-26.0872625,-26.15710481,-20.58701558,-20.51780815,-15.09947325
958,-21.41021474,-26.1273518,-26.18205173,-20.57806266,-20.55038233,-15.13952195
959,-21.39426224,-26.16744111,-26.17999719,-20.56877889,-20.58264311,-15.17926277
960,-21.37830974,-26.20753042,-26.16174177,-20.55916939,-20.61459532,-15.21870045
961,-21.36235724,-26.23629887,-26.14348634,-20.54923919,-20.64624375,-15.25784399
962,-21.38934346,-26.23687617,-26.12523092,-20.53899326,-20.6775931,-15.29671795
963,-21.47488247,-26.23745347,-26.1069755,-20.52843068,-20.70877223,-15.3353265
964,-21.56042149,-26.23803077,-26.08872007,-20.51755172,-20.73992821,-15.37367376
965,-21.6459605,-26.23860807,-26.07046465,-20.50636129,-20.77106139,-15.41176375
966,-21.73149952,-26.23918536,-26.08409669,-20.49486419,-20.80217212,-15.44960046
967,-21.81703853,-26.22409594,-26.11222303,-20.48306518,-20.83326074,-15.48718781
968,-21.90230503,-26.20143426,-26.14034936,-20.47096892,-20.86432761,-15.52460252
969,-21.97367295,-26.17877258,-26.1684757,-20.45858,-20.89531145,-15.561887
970,-22.04504087,-26.1561109,-26.19660204,-20.44590565,-20.92599352,-15.59904326
971,-22.11640879,-26.13344922,-26.22472838,-20.43300723,-20.95637849,-15.63607329
972,-22.18777672,-26.11252941,-26.25285472,-20.41988822,-20.98647096,-15.67297904
973,-22.25914464,-26.11805439,-26.24289875,-20.40655203,-21.01627545,-15.70976243
974,-22.33051256,-26.12357936,-26.22024868,-20.39300202,-21.04579642,-15.74641766
975,-22.39202419,-26.12910433,-26.19759862,-20.37924149,-21.07503824,-15.78288901
976,-22.44737564,-26.1346293,-26.17494855,-20.36527369,-21.10346221,-15.81917931
977,-22.50272708,-26.14015427,-26.15229848,-20.35110184,-21.13106703,-15.85529136
978,-22.55807853,-26.14821108,-26.12964842,-20.33680551,-21.1578654,-15.89122793
979,-22.61342997,-26.15936939,-26.10699835,-20.32245334,-21.18386976,-15.92699172
980,-22.66878142,-26.17052769,-26.11036003,-20.3080462,-21.20909242,-15.96258541
981,-22.72308593,-26.181686,-26.11972442,-20.29358495,-21.23354544,-15.99796022
982,-22.7734882,-26.1928443,-26.12908882,-20.27907041,-21.25731727,-16.03308355
983,-22.82389048,-26.20400261,-26.13845321,-20.26450341,-21.28044656,-16.06795929
984,-22.87429276,-26.20966517,-26.1478176,-20.24988477,-21.30294324,-16.10259127
985,-22.92469504,-26.2142581,-26.157182,-20.23521643,-21.32481711,-16.13698325
986,-22.97509732,-26.21885102,-26.16654639,-20.2205489,-21.34607779,-16.17113896
987,-23.02549959,-26.22344394,-26.17975704,-20.20588218,-21.36673477,-16.20508245
988,-23.00727116,-26.22803686,-26.19351715,-20.19121624,-21.38683932,-16.23914362
989,-22.97270209,-26.2274867,-26.20727727,-20.17655109,-21.40644407,-16.27332066
990,-22.93813301,-26.2091929,-26.22103738,-20.16188669,-21.42555676,-16.30761178
991,-22.90356394,-26.19089911,-26.23479749,-20.14722305,-21.44418499,-16.3420152
992,-22.86899486,-26.17260531,-26.24855761,-20.13256016,-21.46233625,-16.3765292
993,-22.83442578,-26.15431151,-26.26231772,-20.1179619,-21.48001793,-16.41115206
994,-22.83236743,-26.13601771,-26.27322036,-20.10348839,-21.49729802,-16.44583234
995,-22.87830109,-26.12945766,-26.28393249,-20.08913769,-21.51437119,-16.4805249
996,-22.92423476,-26.13032539,-26.29464463,-20.0749079,-21.53124064,-16.51522957
997,-22.97016842,-26.13119313,-26.30535677,-20.06079715,-21.54790952,-16.54994614
998,-23.01610209,-26.13206086,-26.3160689,-20.04680361,-21.56438094,-16.58467445
999,-23.06203575,-26.1329286,-26.32678104,-20.03292545,-21.58065794,-16.6194143
1000,-23.10796942,-26.13379634,-26.33749317,-20.01916089,-21.59674354,-16.65416552
