Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
89,-0.685849865,-0.460839063,-0.737500443,-0.733367858,-0.704143013,-0.547637265,-0.565285558,-0.954751398,
90,-0.693455317,-0.467873161,-0.74264523,-0.736766585,-0.711268629,-0.552677981,-0.570520797,-0.957792318,
91,-0.700986165,-0.474947241,-0.747764507,-0.740204851,-0.71841999,-0.557766999,-0.575773065,-0.960773451,
92,-0.708438719,-0.482057271,-0.752860997,-0.743681306,-0.725595416,-0.562903035,-0.581041302,-0.963697657,
93,-0.715809911,-0.48919919,-0.757938803,-0.7471946,-0.732792596,-0.568084805,-0.586324446,-0.966567793,
94,-0.723096723,-0.496368938,-0.763002141,-0.750743381,-0.740008871,-0.573310688,-0.591621439,-0.969386722,
95,-0.730296136,-0.503562454,-0.768055227,-0.754326299,-0.74724158,-0.578577979,-0.596931218,-0.972157304,
96,-0.737405133,-0.510775678,-0.773102275,-0.757941891,-0.754488062,-0.583883749,-0.602252722,-0.974882499,
97,-0.744420775,-0.518004596,-0.778147563,-0.761588058,-0.761745656,-0.589225073,-0.607584767,-0.977565422,
98,-0.751341071,-0.525245575,-0.783196128,-0.765262473,-0.7690117,-0.594599021,-0.612925976,-0.980209198,
99,-0.758164667,-0.532495166,-0.788253508,-0.76896281,-0.776283266,-0.600002667,-0.618274958,-0.982816953,
100,-0.764890217,-0.539749923,-0.793325252,-0.772686742,-0.783556483,-0.605433083,-0.623630321,-0.985391814,
101,-0.771516376,-0.547006401,-0.798416909,-0.776431943,-0.790827267,-0.610887222,-0.628990673,-0.987936906,
102,-0.778041798,-0.554261152,-0.803534026,-0.780196079,-0.798091537,-0.616361798,-0.634354622,-0.990455349,
103,-0.784465453,-0.561510733,-0.808682178,-0.783976557,-0.805345212,-0.621853501,-0.639720838,-0.992950006,
104,-0.790787698,-0.568752065,-0.813867043,-0.787770456,-0.812584209,-0.627359017,-0.645088423,-0.995423371,
105,-0.797009275,-0.575982856,-0.819094333,-0.791574833,-0.819804443,-0.632875035,-0.650456664,-0.997877908,
106,-0.803130926,-0.583200918,-0.824369757,-0.795386746,-0.827001628,-0.638398243,-0.655824851,-1.000316084,
107,-0.809153396,-0.590404063,-0.829699025,-0.799203254,-0.834171182,-0.643925336,-0.661192271,-1.002740363,
108,-0.815077431,-0.597590101,-0.835087842,-0.803021414,-0.841308499,-0.649453312,-0.666558214,-1.005153213,
109,-0.820904303,-0.604756845,-0.840541385,-0.806838371,-0.848408973,-0.654979549,-0.671921972,-1.007557083,
110,-0.826636227,-0.611902195,-0.846063876,-0.810651684,-0.855467999,-0.660501444,-0.677283148,-1.009953838,
111,-0.832275521,-0.619025141,-0.851659437,-0.814459039,-0.862480971,-0.666016399,-0.68264187,-1.012344562,
112,-0.8378245,-0.626125393,-0.857332189,-0.818258117,-0.869443332,-0.671521813,-0.687998314,-1.014730292,
113,-0.84328548,-0.633202677,-0.863086253,-0.822046604,-0.876351089,-0.677015085,-0.693352657,-1.017112061,
114,-0.848660775,-0.640256716,-0.86892562,-0.825822181,-0.883200621,-0.682493644,-0.698705076,-1.019490903,
115,-0.853952679,-0.647287236,-0.874852187,-0.829582562,-0.889988312,-0.687955362,-0.704055749,-1.021867853,
116,-0.859163466,-0.65429396,-0.880866184,-0.833326189,-0.896710548,-0.693398464,-0.709404846,-1.024243929,
117,-0.86429541,-0.661277035,-0.886967794,-0.837052296,-0.903363713,-0.698821185,-0.714752498,-1.026619639,
118,-0.869350785,-0.668237858,-0.893157201,-0.840760157,-0.909944192,-0.704221762,-0.720098819,-1.028994864,
119,-0.874331865,-0.675178059,-0.899434587,-0.844449046,-0.91644853,-0.70959843,-0.725443921,-1.031369446,
120,-0.87924067,-0.68209927,-0.905799572,-0.848118236,-0.922873976,-0.714949424,-0.730787915,-1.033743228,
121,-0.884077825,-0.68900312,-0.912248708,-0.851767,-0.929217966,-0.720273019,-0.736130913,-1.036116052,
122,-0.888843483,-0.69589124,-0.9187775,-0.855394836,-0.935477938,-0.725567796,-0.741473026,-1.038487761,
123,-0.893537795,-0.702765279,-0.925381451,-0.859002136,-0.941651329,-0.730832499,-0.746814066,-1.040858189,
124,-0.898160912,-0.709627229,-0.932056068,-0.862589516,-0.947735576,-0.736065869,-0.752153311,-1.043226899,
125,-0.902712983,-0.716479393,-0.938796849,-0.86615759,-0.953728116,-0.741266649,-0.757489984,-1.045593151,
126,-0.907193283,-0.723324084,-0.945598354,-0.869706974,-0.95962628,-0.74643358,-0.762823306,-1.047956184,
127,-0.911599185,-0.730163615,-0.952453081,-0.873238285,-0.965427214,-0.751565407,-0.7681525,-1.050315241,
128,-0.915927806,-0.737000299,-0.959353256,-0.876752156,-0.971128047,-0.75666079,-0.773476788,-1.052669563,
129,-0.920176266,-0.743836448,-0.966291107,-0.880249594,-0.976725906,-0.761717992,-0.77879535,-1.055018392,
130,-0.924341683,-0.750674142,-0.973258858,-0.88373195,-0.982217918,-0.766735157,-0.784107016,-1.057360967,
131,-0.928421163,-0.757514482,-0.980248715,-0.88720059,-0.987601211,-0.771710426,-0.789410445,-1.059696471,
132,-0.932411499,-0.764358319,-0.987252405,-0.890656878,-0.992872885,-0.77664194,-0.794704293,-1.062024025,
133,-0.936309189,-0.771206499,-0.994261201,-0.894102179,-0.998029588,-0.781527841,-0.799987216,-1.064342748,
134,-0.940110717,-0.778059873,-1.001266357,-0.897537857,-1.003067622,-0.786366271,-0.805257869,-1.066651759,
135,-0.943812568,-0.784919288,-1.008259128,-0.900965427,-1.007983277,-0.791155046,-0.810514911,-1.068950178,
136,-0.947411228,-0.791785556,-1.015230769,-0.904386903,-1.012772845,-0.795891022,-0.815756983,-1.071237124,
