Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
165,-20.05777002,-19.44253538,-22.92101533,-20.00944425,-21.38451489,-17.98468182,-19.01390102,-22.18874522,
166,-20.08260334,-19.53732715,-22.97569193,-20.08222459,-21.39077762,-18.0255908,-19.08961436,-22.22459187,
167,-20.10688115,-19.6295158,-23.02709153,-20.15536114,-21.39494536,-18.06496402,-19.1643192,-22.26036432,
168,-20.13062831,-19.71902914,-23.0753042,-20.22880865,-21.39710135,-18.10282137,-19.23801224,-22.29604692,
169,-20.15386972,-19.80579745,-23.12041999,-20.30251437,-21.39732882,-18.13918192,-19.31070052,-22.33162402,
170,-20.17663026,-19.88978223,-23.16252897,-20.37642547,-21.39571103,-18.174061,-19.3823975,-22.36707998,
171,-20.19893395,-19.97096606,-23.20172194,-20.45048911,-21.39233122,-18.20747293,-19.4531167,-22.40239915,
172,-20.22079547,-20.04933191,-23.23809766,-20.52465245,-21.38727255,-18.23943204,-19.52287166,-22.43756459,
173,-20.24222387,-20.12486274,-23.27175969,-20.59886259,-21.38061644,-18.26995263,-19.59167591,-22.47254313,
174,-20.26322812,-20.19754155,-23.30281166,-20.67305872,-21.3724423,-18.29904902,-19.65954299,-22.50729058,
175,-20.28381717,-20.26735131,-23.33135722,-20.74716402,-21.36282945,-18.32673554,-19.72648921,-22.54176258,
176,-20.304,-20.33428418,-23.3575,-20.82109973,-21.35185722,-18.35302809,-19.79253753,-22.57591473,
177,-20.32378317,-20.39836024,-23.38134053,-20.89478709,-21.33960491,-18.37794685,-19.85771192,-22.60970266,
178,-20.34316372,-20.45960485,-23.40296692,-20.96814736,-21.32615185,-18.40151269,-19.92203633,-22.64308198,
179,-20.36213629,-20.51804335,-23.4224642,-21.04110177,-21.31157639,-18.42374648,-19.98553473,-22.67600823,
180,-20.38069551,-20.57370109,-23.43991738,-21.11357151,-21.29594895,-18.44466908,-20.04823108,-22.7084361,
