Var1,Var2_1,Var2_2,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11
910,-0.1303092,-0.8063496,-1.5340248,-2.1357252,-1.683234,-2.6267724,0.7593264,2.2306788,-2.1878136,2.195298
911,-0.1303092,-0.8063496,-1.5340248,-2.1357252,-1.683234,-2.6267724,0.7593264,2.2306788,-2.1878136,2.195298
912,-0.3223332,-0.867636,-1.5095052,-2.237382,-1.683234,-2.7803916,0.5131476,2.0092212,-2.2821876,2.08467
913,-0.3223332,-0.867636,-1.5095052,-2.237382,-1.683234,-2.7803916,0.5131476,2.0092212,-2.2821876,2.08467
914,-0.3223332,-0.867636,-1.5095052,-2.237382,-1.683234,-2.7803916,0.5131476,2.0092212,-2.2821876,2.08467
915,-0.507528,-0.92043,-1.4852376,-2.3349816,-1.7055108,-2.9280888,0.2696904,1.7895528,-2.371824,1.9719252
916,-0.507528,-0.92043,-1.4852376,-2.3349816,-1.7055108,-2.9280888,0.2696904,1.7895528,-2.371824,1.9719252
917,-0.507528,-0.92043,-1.4852376,-2.3349816,-1.7055108,-2.9280888,0.2696904,1.7895528,-2.371824,1.9719252
918,-0.507528,-0.92043,-1.4852376,-2.3349816,-1.7055108,-2.9280888,0.2696904,1.7895528,-2.371824,1.9719252
919,-0.6857676,-0.92043,-1.4617764,-2.4286752,-1.7218152,-3.0697884,0.029484,1.5720516,-2.4564708,1.8571896
920,-0.6857676,-0.92043,-1.4617764,-2.4286752,-1.7218152,-3.0697884,0.029484,1.5720516,-2.4564708,1.8571896
921,-0.6857676,-0.92043,-1.4617764,-2.4286752,-1.7218152,-3.0697884,0.029484,1.5720516,-2.4564708,1.8571896
922,-0.8569512,-0.964782,-1.4396004,-2.5185636,-1.7323488,-3.2055156,-0.2069172,1.3571712,-2.5358004,1.7406396
923,-0.8569512,-0.964782,-1.4396004,-2.5185636,-1.7323488,-3.2055156,-0.2069172,1.3571712,-2.5358004,1.7406396
924,-0.8569512,-0.964782,-1.4396004,-2.5185636,-1.7323488,-3.2055156,-0.2069172,1.3571712,-2.5358004,1.7406396
925,-1.0210032,-1.0008432,-1.4191128,-2.6047224,-1.7371872,-3.3351444,-0.4390092,1.1454156,-2.6095356,1.622502
926,-1.0210032,-1.0008432,-1.4191128,-2.6047224,-1.7371872,-3.3351444,-0.4390092,1.1454156,-2.6095356,1.622502
927,-1.0210032,-1.0008432,-1.4191128,-2.6047224,-1.7371872,-3.3351444,-0.4390092,1.1454156,-2.6095356,1.622502
928,-1.0210032,-1.0008432,-1.4191128,-2.6047224,-1.7371872,-3.3351444,-0.4390092,1.1454156,-2.6095356,1.622502
929,-1.1778228,-1.0288656,-1.4006664,-2.6872524,-1.7365572,-3.4587252,-0.6662628,0.9372384,-2.6774244,1.5030288
930,-1.1778228,-1.0288656,-1.4006664,-2.6872524,-1.7365572,-3.4587252,-0.6662628,0.9372384,-2.6774244,1.5030288
931,-1.1778228,-1.0288656,-1.4006664,-2.6872524,-1.7365572,-3.4587252,-0.6662628,0.9372384,-2.6774244,1.5030288
932,-1.327284,-1.0491012,-1.3844628,-2.7661284,-1.73061,-3.5762832,-0.8881488,0.7330932,-2.7391896,1.3825476
933,-1.327284,-1.0491012,-1.3844628,-2.7661284,-1.73061,-3.5762832,-0.8881488,0.7330932,-2.7391896,1.3825476
934,-1.327284,-1.0491012,-1.3844628,-2.7661284,-1.73061,-3.5762832,-0.8881488,0.7330932,-2.7391896,1.3825476
935,-1.4693364,-1.0618272,-1.3707288,-2.8414512,-1.7195976,-3.6877932,-1.1041128,0.5335848,-2.7946044,1.2614112
936,-1.4693364,-1.0618272,-1.3707288,-2.8414512,-1.7195976,-3.6877932,-1.1041128,0.5335848,-2.7946044,1.2614112
937,-1.4693364,-1.0618272,-1.3707288,-2.8414512,-1.7195976,-3.6877932,-1.1041128,0.5335848,-2.7946044,1.2614112
938,-1.4693364,-1.0618272,-1.3707288,-2.8414512,-1.7195976,-3.6877932,-1.1041128,0.5335848,-2.7946044,1.2614112
939,-1.6039296,-1.0674468,-1.3597164,-2.9132208,-1.7195976,-3.793356,-1.3136508,0.3391164,-2.8434672,1.1399976
940,-1.6039296,-1.0674468,-1.3597164,-2.9132208,-1.7195976,-3.793356,-1.3136508,0.3391164,-2.8434672,1.1399976
941,-1.6039296,-1.0674468,-1.3597164,-2.9132208,-1.7195976,-3.793356,-1.3136508,0.3391164,-2.8434672,1.1399976
942,-1.7309124,-1.0663128,-1.3514004,-2.981412,-1.7037216,-3.8929464,-1.5162336,0.1502172,-2.8856016,1.0187604
943,-1.7309124,-1.0663128,-1.3514004,-2.981412,-1.7037216,-3.8929464,-1.5162336,0.1502172,-2.8856016,1.0187604
944,-1.7309124,-1.0663128,-1.3514004,-2.981412,-1.7037216,-3.8929464,-1.5162336,0.1502172,-2.8856016,1.0187604
945,-1.8502848,-1.058904,-1.3514004,-3.0459744,-1.6832592,-3.9866652,-1.7113824,-0.0326844,-2.9208816,0.8981028
946,-1.8502848,-1.058904,-1.3514004,-3.0459744,-1.6832592,-3.9866652,-1.7113824,-0.0326844,-2.9208816,0.8981028
947,-1.8502848,-1.058904,-1.3514004,-3.0459744,-1.6832592,-3.9866652,-1.7113824,-0.0326844,-2.9208816,0.8981028
948,-1.8502848,-1.058904,-1.3514004,-3.0459744,-1.6832592,-3.9866652,-1.7113824,-0.0326844,-2.9208816,0.8981028
949,-1.9619208,-1.0456488,-1.3458564,-3.1068828,-1.6584624,-4.074588,-1.8986184,-0.2090844,-2.9491812,0.7784784
950,-1.9619208,-1.0456488,-1.3458564,-3.1068828,-1.6584624,-4.074588,-1.8986184,-0.2090844,-2.9491812,0.7784784
951,-1.9619208,-1.0456488,-1.3458564,-3.1068828,-1.6584624,-4.074588,-1.8986184,-0.2090844,-2.9491812,0.7784784
952,-2.0658204,-1.0270764,-1.3431852,-3.1640868,-1.6295832,-4.1568408,-2.0774628,-0.3786048,-2.9704752,0.6603912
953,-2.0658204,-1.0270764,-1.3431852,-3.1640868,-1.6295832,-4.1568408,-2.0774628,-0.3786048,-2.9704752,0.6603912
954,-2.0658204,-1.0270764,-1.3431852,-3.1640868,-1.6295832,-4.1568408,-2.0774628,-0.3786048,-2.9704752,0.6603912
955,-2.1618828,-1.0037664,-1.3432608,-3.217536,-1.5969744,-4.2334488,-2.2474872,-0.540792,-2.9847888,0.544194
956,-2.1618828,-1.0037664,-1.3432608,-3.217536,-1.5969744,-4.2334488,-2.2474872,-0.540792,-2.9847888,0.544194
957,-2.1618828,-1.0037664,-1.3432608,-3.217536,-1.5969744,-4.2334488,-2.2474872,-0.540792,-2.9847888,0.544194
