time,route1,route2,route3,route4,route5,route6,route7,route8,route9
65,-11.2407637287108,-10.3231746913966,-9.16293950708964,-10.2185158601774,-11.29747052778,-10.4488573127156,-12.2023293238371,-10.7681679926725,-11.467616093458
66,-11.2179169658724,-10.2855945205405,-9.12466069228766,-10.1768391381508,-11.2604541181505,-10.4165299958515,-12.1700870879592,-10.7277209257318,-11.4372609648074
67,-11.1947839391694,-10.2478879186966,-9.0863602369623,-10.1351644132437,-11.2231234422929,-10.3840413046909,-12.1376974460488,-10.687158775844,-11.4065559569348
68,-11.1713684225466,-10.2100595613823,-9.04804143568994,-10.0934943882301,-11.1854823842295,-10.3513941074044,-12.1051639039067,-10.6464852456267,-11.375504965988
69,-11.1476741734141,-10.1721140740272,-9.00970753606478,-10.0518317185648,-11.1475349549555,-10.3185912468351,-12.0724899128706,-10.6057040028043,-11.3441118851303
70,-11.1237049321553,-10.1340560313669,-8.97136173803436,-10.010179012057,-11.1092852902445,-10.285635540181,-12.0396788698396,-10.5648186799226,-11.3123806040985
71,-11.0994644216414,-10.0958899568539,-8.9330071932519,-9.96853882855931,-11.0707376483688,-10.2525297786874,-12.0067341173091,-10.5238328740728,-11.2803150087638
72,-11.0749563467529,-10.057620322085,-8.8946470044454,-9.92691367967022,-11.0318964077344,-10.2192767273481,-11.9736589434171,-10.4827501466239,-11.2479189806991
73,-11.0501843939101,-10.0192515462457,-8.85628422480384,-9.88530602845193,-10.9927660644342,-10.1858791246174,-11.9404565820007,-10.4415740229637,-11.2151963967494
74,-11.0251522306095,-9.98078799557227,-8.81792185738051,-9.84371828916223,-10.9533512297199,-10.1523396821302,-11.9071302126641,-10.4003079922496,-11.1821511286071
75,-10.9998635049686,-9.94223398282976,-8.77956285451384,-9.80215282700148,-10.9136566273954,-10.1186610844324,-11.8736829608563,-10.3589555071674,-11.1487870423932
76,-10.9743218452786,-9.90359376680803,-8.74121011726577,-9.7606119578741,-10.8736870911321,-10.0848459887216,-11.8401178979597,-10.3175199836992,-11.1151079982413
77,-10.9485308595644,-9.8648715518345,-8.70286649487765,-9.71909794816501,-10.8334475617095,-10.0508970245958,-11.8064380413897,-10.2760048009004,-11.0811178498876
78,-10.9224941351526,-9.82607148730438,-8.66453478424435,-9.67761301453083,-10.7929430841818,-10.0168167938135,-11.7726463547039,-10.2344133006856,-11.046820444266
79,-10.8962152382474,-9.7871976672281,-8.626217729406,-9.6361593237061,-10.7521788049741,-9.98260787006282,-11.7387457477222,-10.192748787623,-11.0122196211069
80,-10.8696977135141,-9.74825412979611,-8.58791802105824,-9.59473899232442,-10.7111599689076,-9.94827279873987,-11.7047390766564,-10.1510145287379,-10.9773192125418
81,-10.8429450836714,-9.70924485696107,-8.54963829608053,-9.55335408675448,-10.6698919161588,-9.91381409673792,-11.6706291442514,-10.1092137533258,-10.9421230427127
82,-10.8159608490909,-9.67017377403744,-8.51138113708299,-9.51200662295131,-10.6283800791533,-9.87923425224572,-11.6364186999348,-10.0673496527731,-10.9066349273864
83,-10.7887484874052,-9.63104474931861,-8.47314907197176,-9.47069856632252,-10.5866299793957,-9.8445357245556,-11.6021104399777,-10.0254253803875,-10.8708586735738
84,-10.7613114531237,-9.59186159371145,-8.43494457353312,-9.4294318316095,-10.54464722424,-9.80972094388179,-11.5677070076648,-9.98344405123739,-10.8347980791546
85,-10.7336531772571,-9.5526280603884,-8.39677005903626,-9.38820828278393,-10.5024375036008,-9.77479231118828,-11.533210993475,-9.94140874199987,-10.7984569325066
86,-10.7057770669502,-9.5133478444571,-8.35862788985511,-9.34702973295928,-10.4600065866082,-9.73975219802655,-11.4986249352706,-9.89932249081744,-10.7618390121407
87,-10.6776865051222,-9.47402458264757,-8.32052037110902,-9.30589794431754,-10.4173603182092,-9.70460294638339,-11.4639513184978,-9.85718829716402,-10.7249480863409
88,-10.6493848501162,-9.43466185301697,-8.28244975132269,-9.26481462805103,-10.3745046157176,-9.6693468685382,-11.4291925763951,-9.8150091217195,-10.6877879128092
89,-10.6208754353566,-9.39526317467188,-8.24441822210516,-9.22378144431933,-10.331445465315,-9.63398624693031,-11.3943510902123,-9.77278788625321,-10.6503622383165
90,-10.5921615690152,-9.35583200750829,-8.20642791784814,-9.18280000222152,-10.2881889185046,-9.59852333403654,-11.3594291894389,-9.73052747351634,-10.6126747983582
91,-10.5632465336855,-9.31637175196895,-8.16848091544374,-9.1418718597834,-10.2447410885221,-9.56296035225779,-11.3244291520407,-9.68823072714292,-10.5747293168153
92,-10.5341335860657,-9.27688574881846,-8.13057923402154,-9.10099852395985,-10.2011081467038,-9.52729949381611,-11.2893532047071,-9.64590045155983,-10.5365295056208
93,-10.50482595665,-9.23737727893588,-8.09272483470519,-9.06018145065245,-10.1572963188165,-9.49154292066177,-11.2542035231065,-9.60353941190547,-10.498079064432
94,-10.4753268494288,-9.19784956312482,-8.05491962038858,-9.01942204474212,-10.1133118813512,-9.45569276438919,-11.218982232151,-9.56115033395718,-10.4593816803072
95,-10.445639441597,-9.15830576194107,-8.01716543553163,-8.97872166013673,-10.069161157782,-9.41975112616367,-11.1836914062702,-9.5187359040673,-10.4204410273892
96,-10.4157668832713,-9.11874897553783,-7.9794640659757,-8.93808159983394,-10.0248505147951,-9.38372007665771,-11.1483330696936,-9.47629876910823,-10.3812607665928
97,-10.3857122972161,-9.07918224352823,-7.94181723877873,-8.89750311599896,-9.98038635848823,-9.34760165599641,-11.1129091967418,-9.43384153642572,-10.3418445452991
98,-10.3554787785779,-9.03960854486539,-7.90422662207011,-8.85698741005733,-9.93577513054499,-9.31139787371335,-11.0774217121263,-9.39136677380121,-10.3021959970546
99,-10.3250693946284,-9.00003079773994,-7.86669382492534,-8.81653563280251,-9.8910233043857,-9.27511070871629,-11.0418724912581,-9.34887700942249,-10.2623187412758
100,-10.2944871845166,-8.96045185949469,-7.82922039726044,-8.77614888451862,-9.84613738129791,-9.23874210926159,-11.006263360564,-9.3063747318631,-10.2222163829599
101,-10.2637351590291,-8.92087452655687,-7.79180782974622,-8.73582821511778,-9.80112388654926,-9.20229399293937,-10.970596097812,-9.2638623900702,-10.1818925124003
102,-10.2328163003594,-8.8813015343874,-7.75445755374228,-8.69557462429233,-9.75598936548527,-9.1657682466677,-10.9348724324446,-9.22134239336109,-10.1413507049089
103,-10.2017335618864,-8.84173555744747,-7.71717094125101,-8.65538906168178,-9.71074037961506,-9.12916672669675,-10.8990940459202,-9.17881711142788,-10.1005945205424
104,-10.1704898679606,-8.80217920918233,-7.67994930489124,-8.61527242705449,-9.6653835026875,-9.09249125862187,-10.8632625720622,-9.13628887435104,-10.0596275038356
105,-10.1390881137003,-8.76263504202199,-7.64279389789178,-8.57522557050379,-9.61992531676069,-9.0557436374067,-10.8273795974165,-9.09375997262094,-10.0184531835397
106,-10.1075311647954,-8.72310554739914,-7.60570591410479,-8.53524929265876,-9.5743724082675,-9.01892562741607,-10.7914466616166,-9.05123265716803,-9.97707507236649
107,-10.0758218573212,-8.6835931557838,-7.56868648803893,-8.4953443449094,-9.52873136408001,-8.98203896245721,-10.7554652577562,-9.00870913940114,-9.93549666673795
108,-10.0439629975596,-8.644100236735,-7.53173669491221,-8.45551142964628,-9.48300876757546,-8.94508534583139,-10.7194368327694,-8.96619159125418,-9.89372144654173
109,-10.0119573618305,-8.60462909896923,-7.49485755072466,-8.41575120051425,-9.4372111947067,-8.90806645039462,-10.6833627878184,-8.92368214524095,-9.85175287489225
110,-9.97980769633076,-8.56518199044549,-7.45805001235063,-8.37606426268049,-9.39134521007964,-8.87098391862711,-10.6472444786886,-8.88118289451823,-9.80959439789756
111,-9.94751671698297,-8.52576109846706,-7.42131497765079,-8.3364511731168,-9.3454173630407,-8.8338393627126,-10.6110832161909,-8.83869589295695,-9.76724944443176
112,-9.91508710929224,-8.48636854979981,-7.38465328560365,-8.29691244089558,-9.29943418377694,-8.79663436462676,-10.5748802665706,-8.7962231552213,-9.7247214259132
113,-9.88252152821208,-8.44700641080679,-7.34806571645672,-8.25744852749993,-9.25340217943146,-8.75937047623399,-10.5386368519244,-8.75376665685615,-9.68201373608842
114,-9.8498225980191,-8.40767668759936,-7.31155299189711,-8.21805984714753,-9.20732783023714,-8.72204921939418,-10.5023541506229,-8.71132833438212,-9.63912975082172
115,-9.8169929121964,-8.36838132620431,-7.27511577524149,-8.1787467671281,-9.16121758567099,-8.68467208607808,-10.4660332977409,-8.66891008539881,-9.59607282789042
116,-9.78403503332552,-8.32912221274739,-7.23875467164549,-8.13950960815462,-9.11507786063231,-8.64724053849112,-10.4296753854938,-8.62651376869574,-9.55284630678596
117,-9.75095149298752,-8.28990117365253,-7.20247022833226,-8.10034864472776,-9.06891503164688,-8.60975600920723,-10.3932814636804,-8.58414120437116,-9.50945350852057
118,-9.71774479167232,-8.2507199758572,-7.1662629348403,-8.06126410551385,-9.0227354331003,-8.57221990130974,-10.356852540133,-8.54179417395848,-9.4658977354396
119,-9.68441739869718,-8.21158032704338,-7.13013322329029,-8.022256173736,-8.97654535350263,-8.53463358854267,-10.3203895811722,-8.49947442056061,-9.42218227103978
120,-9.65097175213344,-8.17248387588427,-7.09408146867092,-7.98332498757824,-8.93035103178749,-8.49699841546964,-10.2838935120695,-8.45718364899162,-9.37831037979285
121,-9.61741025874212,-8.13343221230651,-7.05810798914363,-7.94447064060261,-8.88415865364783,-8.45931569764133,-10.2473652175147,-8.41492352592627,-9.33428530697522
122,-9.58373529391831,-8.09442686776775,-7.0222130463661,-7.90569318217925,-8.83797434791105,-8.42158672177171,-10.2108055420897,-8.37269568005668,-9.29011027850289
123,-9.5499492016438,-8.05546931554952,-6.9863968458344,-7.86699261792882,-8.79180418295613,-8.38381274592305,-10.1742152907481,-8.33050170225673,-9.24578850077248
124,-9.51605429444855,-8.01656097106517,-6.95065953724362,-7.8283689101777,-8.74565416317519,-8.34599499969789,-10.1375952293004,-8.28834314575364,-9.20132316050759
125,-9.48205285338068,-7.97770319218287,-6.91500121486698,-7.78982197842551,-8.69953022548193,-8.30813468444047,-10.1009460849047,-8.24622152630689,-9.15671742461091
126,-9.44794712798486,-7.93889727956339,-6.87942191795317,-7.75135169982483,-8.65343823586951,-8.27023297344629,-10.0642685465626,-8.2041383223943,-9.11197444002201
127,-9.41373933628932,-7.90014447701249,-6.84392163114185,-7.71295790967288,-8.60738398602026,-8.23229101217835,-10.0275632656209,-8.16209497540538,-9.06709733358066
128,-9.37943166480115,-7.86144597184805,-6.80850028489706,-7.67464040191532,-8.56137318996951,-8.19430991849267,-9.99083085627756,-8.12009288984164,-9.02208921189579
129,-9.34502626851016,-7.82280289528137,-6.77315775595856,-7.63639892966166,-8.51541148082599,-8.15629078287165,-9.95407189609401,-8.07813343352383,-8.9769531612201
130,-9.31052527090122,-7.7842163228128,-6.73789386781085,-7.59823320571218,-8.4695044075511,-8.11823466866383,-9.91728692651095,-8.03621793780639,-8.93169224733001
131,-9.27593076397448,-7.74568727464144,-6.7027083911696,-7.56014290309647,-8.42365743179922,-8.08014261233278,-9.88047645336979,-7.9943476977984,-8.88630951541153
132,-9.24124480827432,-7.70721671608861,-6.66760104448556,-7.5221276556229,-8.37787592482139,-8.04201562371294,-9.84364094743847,-7.95252397259151,-8.84080798995124
133,-9.20646943292653,-7.66880555803525,-6.63257149446561,-7.48418705843956,-8.33216516443444,-8.00385468627241,-9.80678084494173,-7.91074798549451,-8.79519067463315
134,-9.17160663568336,-7.63045465737267,-6.5976193566108,-7.44632066860559,-8.28653033205782,-7.96566075738453,-9.76989654809597,-7.86902092427458,-8.74946055224074
135,-9.13665838297709,-7.59216481746685,-6.5627441957712,-7.4085280056736,-8.24097650981999,-7.9274347686045,-9.73298842564813,-7.82734394140483,-8.70362058456472
136,-9.1016266099814,-7.55393678863577,-6.52794552671744,-7.37080855228241,-8.19550867773666,-7.88917762595512,-9.69605681341875,-7.78571815431867,-8.65767371231598
137,-9.06651322068103,-7.51577126864,-6.49322281472867,-7.33316175476014,-8.15013171096274,-7.85089021021884,-9.65910201484913,-7.74414464567016,-8.61162285504419
138,-9.03132008794946,-7.47766890318589,-6.4585754761967,-7.29558702373743,-8.10485037711981,-7.81257337723617,-9.6221243015522,-7.70262446360098,-8.56547091106161
139,-8.99604905363423,-7.43963028644152,-6.42400287924631,-7.2580837347706,-8.05966933370121,-7.77422795821146,-9.58512391386735,-7.66115862201331,-8.51922075737229
140,-8.96070192865047,-7.40165596156516,-6.38950434437128,-7.22065122897457,-8.01459312555643,-7.73585476002577,-9.54810106141847,-7.61974810084904,-8.47287524960676
141,-8.92528049308214,-7.36374642124593,-6.35507914508608,-7.18328881366517,-7.96962618245651,-7.69745456555516,-9.51105592367595,-7.57839384637485,-8.42643722196169
142,-8.88978649629111,-7.32590210825661,-6.320726508593,-7.14599576301104,-7.92477281674237,-7.65902813399609,-9.47398865052161,-7.53709677147338,-8.37990948714522
143,-8.85422165703372,-7.28812341601818,-6.28644561646438,-7.10877131869441,-7.88003722105741,-7.62057620119768,-9.436899362817,-7.4958577559401,-8.33329483632715
144,-8.81858766358548,-7.25041068917631,-6.25223560533988,-7.07161469058085,-7.83542346616631,-7.58209947999873,-9.39978815297482,-7.45467764678603,-8.28659603909463
145,-8.78288617387269,-7.21276422418903,-6.21809556763841,-7.03452505739785,-7.79093549886121,-7.54359866057245,-9.3626550855333,-7.41355725854607,-8.23981584341278
146,-8.74711881561231,-7.17518426992593,-6.18402455228454,-6.99750156742167,-7.74657713995702,-7.50507441077566,-9.3255001977331,-7.37249737359304,-8.19295697559071
147,-8.71128718645865,-7.13767102827821,-6.15002156544924,-6.96054333917275,-7.702352082377,-7.46652737650545,-9.28832350009735,-7.33149874245699,-8.14602214025235
148,-8.67539285415784,-7.10022465477982,-6.11608557130451,-6.92364946211882,-7.6582638893303,-7.42795818205952,-9.25112497701392,-7.29056208415006,-8.09901402031257
149,-8.63943735670949,-7.06284525923907,-6.08221549279182,-6.88681899738611,-7.61431599258226,-7.38936743050407,-9.2139045873202,-7.2496880864966,-8.05193527695817
150,-8.60342220253563,-7.02553290638068,-6.04841021240398,-6.85005097847807,-7.57051169081909,-7.35075570404611,-9.17666226489012,-7.20887740646849,-8.00478854963397
151,-8.56734887065667,-6.98828761649818,-6.01466857298042,-6.81334441200151,-7.52685414810785,-7.31212356441085,-9.13939791922349,-7.16813067052556,-7.9575764560338
152,-8.53121881087479,-6.95110936611613,-5.98098937851518,-6.77669827839973,-7.48334639245281,-7.27347155322493,-9.10211143603705,-7.12744847496097,-7.91030159209637
153,-8.49503344396388,-6.9139980886624,-5.94737139497781,-6.74011153269287,-7.43999131444936,-7.23480019240493,-9.06480267785783,-7.08683138625167,-7.86296653200603
154,-8.45879416186706,-6.87695367514954,-5.91381335114665,-6.70358310522463,-7.39679166603606,-7.19610998454947,-9.02747148461781,-7.0462799414134,-7.81557382819837
155,-8.4225023279003,-6.83997597486603,-5.88031393945422,-6.66711190241566,-7.35375005934616,-7.15740141333736,-8.99011767425066,-7.00579464836071,-7.76812601137056
156,-8.3861592769634,-6.80306479607619,-5.84687181684459,-6.6306968075231,-7.3108689656589,-7.11867494393059,-8.95274104328963,-6.96537598627137,-7.72062559049647
157,-8.34976631575756,-6.76621990672919,-5.81348560564227,-6.5943366814061,-7.26815071445166,-7.07993102338014,-8.91534136746693,-6.92502440595539,-7.67307505284639
158,-8.31332472300942,-6.72944103517674,-5.78015389443248,-6.55803036329701,-7.22559749255346,-7.04117008103785,-8.87791840231437,-6.88474033022845,-7.62547686401155
159,-8.27683574970167,-6.69272787089895,-5.74687523895235,-6.52177667157826,-7.18321134340039,-7.00239252897233,-8.8404718837652,-6.8445241542896,-7.57783346793308
160,-8.2403006193103,-6.65608006523867,-5.71364816299301,-6.4855744045643,-7.14099416639355,-6.96359876238779,-8.80300152875668,-6.80437624610332,-7.53014728693556
161,-8.20372052804786,-6.6194972321436,-5.68047115931199,-6.44942234128863,-7.09894771635979,-6.92478916004802,-8.76550703583359,-6.76429694678537,-7.48242072176516
162,-8.16709664511353,-6.58297894891613,-5.64734269055578,-6.4133192422956,-7.05707360311581,-6.88596408470424,-8.72798808575266,-6.72428657099312,-7.43465615163215
163,-8.1304301129487,-6.54652475697062,-5.61426119019234,-6.37726385043678,-7.01537329113569,-6.84712388352492,-8.69044434208731,-6.68434540731926,-7.38685593425776
164,-8.09372204749913,-6.51013416259816,-5.58122506345298,-6.34125489167149,-6.97384809932222,-6.80826888853213,-8.65287545183288,-6.64447371868973,-7.33902240592552
165,-8.05697353848321,-6.47380663773787,-5.54823268828357,-6.30529107587143,-6.93249920088212,-6.76939941703791,-8.6152810460125,-6.60467174276514,-7.2911578815369
166,-8.02018564966547,-6.43754162075534,-5.51528241630469,-6.26937109762906,-6.8913276233052,-6.73051577208625,-8.57766074028267,-6.56493969234578,-7.24326465467096
167,-7.98335941913669,-6.40133851722747,-5.48237257378026,-6.23349363706951,-6.85033424844744,-6.69161824289773,-8.54001413553931,-6.52527775578017,-7.19534499764854
168,-7.94649585959922,-6.36519670073342,-5.44950146259463,-6.19765736066574,-6.80951981271795,-6.65270710531603,-8.50234081852347,-6.48568609737703,-7.14740116160034
169,-7.90959595865814,-6.32911551365186,-5.41666736123743,-6.16186092205671,-6.76888490736965,-6.61378262225841,-8.46464036242719,-6.44616485782032,-7.09943537653925
170,-7.87266067911788,-6.29309426796365,-5.38386852579629,-6.12610296286835,-6.72842997889336,-6.57484504416875,-8.42691232749867,-6.40671415458775,-7.05144985143644
171,-7.83569095928416,-6.25713224606034,-5.35110319095664,-6.09038211353699,-6.68815532951513,-6.5358946094723,-8.38915626164723,-6.367334082372,-7.00344677430188
172,-7.79868771327157,-6.22122870155781,-5.3183695710088,-6.05469699413501,-6.64806111779636,-6.4969315450333,-8.35137170104766,-6.32802471350529,-6.95542831226838
173,-7.76165183131612,-6.18538286011487,-5.28566586086142,-6.01904621519858,-6.6081473593362,-6.45795606661545,-8.31355817074393,-6.28878609838636,-6.9073966116796
174,-7.72458418009293,-6.14959392025689,-5.25299023706148,-5.98342837855709,-6.56841392757584,-6.41896837934289,-8.27571518525195,-6.24961826591049,-6.859353798182
175,-7.68748560303895,-6.11386105420352,-5.22034085882023,-5.9478420781639,-6.52886055470395,-6.37996867816479,-8.23784224916146,-6.21052122390208,-6.81130197682038
176,-7.65035692068086,-6.07818340870124,-5.18771586904476,-5.91228590092867,-6.48948683266281,-6.34095714832027,-8.19993885773702,-6.17149495954967,-6.76324323213718
177,-7.61319893096736,-6.04256010585935,-5.15511339537499,-5.87675842755021,-6.45029221425416,-6.30193396580641,-8.16200449751744,-6.13253943984337,-6.71517962827544
178,-7.57601240960655,-6.00699024399028,-5.12253155122561,-5.84125823335042,-6.41127601434405,-6.26289929784595,-8.1240386469143,-6.09365461201482,-6.66711320908524
179,-7.53879811040756,-5.97147289845293,-5.08996843683261,-5.80578388910842,-6.37243741116597,-6.22385330335797,-8.08604077680883,-6.05484040397885,-6.61904599823375
180,-7.50155676562703,-5.93600712249965,-5.05742214030428,-5.77033396189494,-6.33377544772097,-6.18479613342899,-8.04801035114726,-6.01609672477783,-6.57097999931863
181,-7.46428908631989,-5.90059194812606,-5.02489073867606,-5.73490701590671,-6.29528903327417,-6.14572793178465,-8.00994682753448,-5.97742346502751,-6.52291719598492
182,-7.42699576269414,-5.86522638692354,-4.99237229896908,-5.69950161330041,-6.25697694494614,-6.10664883526308,-7.97184965782598,-5.93882049736494,-6.47485955204524
183,-7.38967746447014,-5.82990943093449,-4.95986487925197,-5.66411631502606,-6.21883782939844,-6.06755897428899,-7.93371828871785,-5.90028767689809,-6.42680901160316
184,-7.35233484124387,-5.79464005350954,-4.92736652970564,-5.62874968165963,-6.1808702046117,-6.02845847334725,-7.89555216233476,-5.86182484165711,-6.37876749917985
185,-7.31496852285408,-5.75941721016708,-4.89487529369062,-5.59340027423445,-6.14307246175518,-5.98934745145809,-7.85735071681566,-5.82343181304723,-6.33073691984389
186,-7.27757911975337,-5.72423983945413,-4.86238920881667,-5.55806665507125,-6.10544286714652,-5.95022602265205,-7.81911338689748,-5.78510839630279,-6.28271915934413
187,-7.24016722338284,-5.6891068638091,-4.82990630801431,-5.52274738860676,-6.06797956429996,-5.91109429644528,-7.78083960449622,-5.746854380943,-6.23471608424553
188,-7.20273340655051,-5.65401719042558,-4.79742462060787,-5.4874410422202,-6.03068057606197,-5.87195237831411,-7.74252879928565,-5.70866954122846,-6.18672954206799
189,-7.16527822381341,-5.61896971211707,-4.76494217338977,-5.4521461870577,-5.99354380683235,-5.83280037017023,-7.70418039927329,-5.67055363661921,-6.13876136142808
190,-7.12780221186248,-5.58396330818267,-4.73245699169566,-5.41686139885448,-5.95656704486951,-5.79363837083572,-7.66579383137394,-5.6325064122334,-6.09081335218347
191,-7.09030588991138,-5.54899684527291,-4.69996710048002,-5.38158525875425,-5.91974796467808,-5.75446647651631,-7.62736852197999,-5.59452759930701,-6.04288730558029
192,-7.05278976008821,-5.51406917825615,-4.66747052539203,-5.34631635412571,-5.88308412947723,-5.71528478127534,-7.5889038975291,-5.55661691565434,-5.99498499440309
193,-7.01525430783014,-5.47917915108473,-4.63496529385112,-5.31105327937591,-5.8465729937479,-5.67609337750653,-7.55039938506858,-5.51877406612913,-5.94710817312737
194,-6.97770000228116,-5.44432559766095,-4.60244943612201,-5.27579463676038,-5.81021190585703,-5.63689235640567,-7.51185441281692,-5.4809987430861,-5.89925857807473
195,-6.94012729669263,-5.40950734270242,-4.56992098638894,-5.24053903718933,-5.77399811075713,-5.59768180844098,-7.47326841072156,-5.44329062684324,-5.85143792757053
196,-6.90253662882634,-5.3747232026068,-4.53737798382858,-5.2052851010302,-5.73792875275893,-5.55846182382288,-7.43464081101381,-5.40564938614404,-5.80364792210392
197,-6.86492842136058,-5.33997198631541,-4.50481847368138,-5.17003145890592,-5.70200087837543,-5.51923249297243,-7.39597104875989,-5.3680746786203,-5.75589024449021
198,-6.82730308229807,-5.30525249617547,-4.47224050832099,-5.13477675248883,-5.66621143923506,-5.47999390698724,-7.3572585624085,-5.33056615125473,-5.70816656003567
199,-6.78966100537666,-5.27056352880109,-4.43964214832134,-5.09951963528998,-5.63055729506206,-5.44074615810681,-7.31850279433468,-5.29312344084384,-5.66047851670433
200,-6.75200257048234,-5.23590387593221,-4.40702146352118,-5.06425877344351,-5.59503521672179,-5.40148934017588,-7.27970319137995,-5.25574617446052,-5.61282774528709
201,-6.71432814406391,-5.20127232529176,-4.37437653408559,-5.02899284648593,-5.5596418893289,-5.36222354910536,-7.24085920538834,-5.21843396991649,-5.56521585957289
202,-6.67663807955011,-5.16666766144038,-4.34170545156413,-4.99372054813014,-5.52437391541601,-5.32294888333124,-7.20197029373854,-5.1811864362245,-5.51764445652189
203,-6.63893271776827,-5.13208866662877,-4.30900631994545,-4.95844058703356,-5.48922781816077,-5.28366544427227,-7.16303591987198,-5.14400317405987,-5.47011511644058
204,-6.60121238736492,-5.09753412164728,-4.27627725670771,-4.92315168756079,-5.45420004466889,-5.24437333678353,-7.12405555381654,-5.10688377622187,-5.42262940315877
205,-6.56347740522813,-5.06300280667246,-4.24351639386484,-4.88785259053994,-5.41928696931076,-5.20507266960925,-7.08502867270604,-5.06982782809403,-5.37518886420842
206,-6.52572807691098,-5.02849350211042,-4.21072187900795,-4.85254205401274,-5.38448489710947,-5.16576355583173,-7.04595476129534,-5.03283490810415,-5.32779503100425
207,-6.48796469705673,-4.99400498943684,-4.1778918763418,-4.81721885397821,-5.34979006717746,-5.12644611331796,-7.00683331247091,-4.99590458818306,-5.28044941902593
208,-6.45018754982544,-4.95953605203313,-4.14502456771588,-4.7818817851293,-5.31519865619974,-5.08712046516374,-6.9676638277567,-4.95903643422268,-5.23315352800194
209,-6.41239690932114,-4.92508547601869,-4.11211815364976,-4.74652966158285,-5.28070678196077,-5.04778674013373,-6.92844581781548,-4.92223000653298,-5.18590884209501
210,-6.37459304002074,-4.89065205107916,-4.07917085435247,-4.71116131760215,-5.24631050691288,-5.008445073099,-6.88917880294522,-4.88548486029778,-5.13871683008895
211,-6.33677619720329,-4.85623457129008,-4.04618091073539,-4.67577560831208,-5.21200584178338,-4.96909560547149,-6.84986231357077,-4.84880054602909,-5.09157894557688
212,-6.29894662738052,-4.8218318359361,-4.01314658541862,-4.6403714104066,-5.17778874921788,-4.92973848563414,-6.81049589073033,-4.81217661002045,-5.04449662715095
213,-6.26110456872766,-4.78744265032518,-3.98006616373011,-4.60494762284847,-5.14365514745725,-4.89037386936799,-6.77107908655709,-4.77561259479848,-4.99747129859314
214,-6.22325025151502,-4.75306582659785,-3.94693795469761,-4.56950316756067,-5.10960091404554,-4.85100192027603,-6.73161146475555,-4.7391080395731,-4.95050436906732
215,-6.18538389853996,-4.71870018453114,-3.91376029203287,-4.53403699010966,-5.07562188956615,-4.81162281020182,-6.69209260107275,-4.70266248068582,-4.90359723331249
216,-6.14750572555942,-4.68434455233687,-3.8805315351078,-4.49854806038018,-5.04171388140381,-4.77223671964536,-6.65252208376395,-4.66627545205655,-4.85675127183705
217,-6.10961594172216,-4.64999776745442,-3.84725006992243,-4.46303537324106,-5.0078726675293,-4.73284383817477,-6.61289951405318,-4.62994648562831,-4.80996785111404
218,-6.07171475000152,-4.61565867733732,-3.81391431006413,-4.42749794920244,-4.97409400030456,-4.6934443648327,-6.57322450658805,-4.59367511181007,-4.76324832377737
219,-6.03380234762801,-4.58132614023377,-3.78052269765789,-4.39193483506369,-4.94037361030531,-4.65403850853934,-6.53349668988915,-4.55746085991756,-4.71659402881881
220,-5.99587892652168,-4.54699902596083,-3.74707370430745,-4.35634510455185,-4.90670721015839,-4.61462648849114,-6.49371570679369,-4.52130325861178,-4.67000629178588
221,-5.95794467372438,-4.51267621667178,-3.71356583202669,-4.32072785895085,-4.8730904983912,-4.57520853455365,-6.45388121489352,-4.48520183633549,-4.62348642498042
222,-5.91999977183148,-4.47835660761696,-3.67999761416134,-4.28508222772087,-4.83951916329035,-4.53578488765094,-6.41399288696715,-4.44915612174698,-4.57703572765776
223,-5.88204439942309,-4.44403910789737,-3.64636761630038,-4.24940736910766,-4.80598888676701,-4.49635580014967,-6.37405041140611,-4.41316564415179,-4.5306554862266
224,-5.84407873149493,-4.40972264121111,-3.61267443717695,-4.213702470742,-4.77249534822577,-4.45692153623806,-6.33405349263512,-4.37722993393161,-4.48434697444928
225,-5.80610293988806,-4.37540614659241,-3.57891670955873,-4.17796675022866,-4.73903422843475,-4.41748237229987,-6.29400185152647,-4.3413485229706,-4.43811145364263
226,-5.76811719371805,-4.34108857914307,-3.54509310112691,-4.14219945572506,-4.70560121339374,-4.37803859728316,-6.25389522580798,-4.30552094507903,-4.39195017287911
227,-5.73012165980299,-4.30676891075587,-3.51120231534411,-4.10639986650922,-4.67219199819793,-4.33859051306426,-6.21373337046508,-4.26974673641409,-4.34586436918836
228,-5.69211650309081,-4.27244613083025,-3.47724309231049,-4.07056729353688,-4.63880229089422,-4.29913843480524,-6.17351605813642,-4.23402543589773,-4.29985526775889
229,-5.65410188708475,-4.23811924697956,-3.44321420960805,-4.03470107998756,-4.60542781632761,-4.25968269130682,-6.13324307950331,-4.19835658563147,-4.25392408214015
230,-5.61607797426807,-4.20378728572991,-3.40911448313268,-3.99880060179975,-4.57206431997466,-4.2202236253554,-6.09291424367261,-4.16273973130828,-4.20807201444448
231,-5.57804492652717,-4.16944929321062,-3.37494276791375,-3.96286526819437,-4.53870757176142,-4.18076159406391,-6.05252937855338,-4.12717442262105,-4.16230025554937
232,-5.54000290557314,-4.13510433583557,-3.34069795892103,-3.92689452218704,-4.50535336986311,-4.14129696920737,-6.01208833122674,-4.09166021366797,-4.11660998529955
