Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
52,-8.20518138,-8.71589459,-8.69892703,-8.87687628,-8.44257868,-8.67115556,-8.94505165,-8.68617357,-8.69256697
53,-8.21063984,-8.71931802,-8.70447658,-8.8819013,-8.44738268,-8.6745037,-8.94747227,-8.69277698,-8.69835856
54,-8.21601982,-8.72274144,-8.71002613,-8.88692633,-8.4522035,-8.67785185,-8.94989289,-8.69938038,-8.70428468
55,-8.22129189,-8.72616486,-8.71557568,-8.89195135,-8.45702432,-8.68167568,-8.95250811,-8.70598378,-8.71021081
56,-8.22656396,-8.72957287,-8.72112523,-8.89698849,-8.46184515,-8.68552152,-8.95513233,-8.71258719,-8.71613694
57,-8.23183604,-8.73271602,-8.72667477,-8.90223373,-8.46671281,-8.68936737,-8.95775656,-8.71930551,-8.72228168
58,-8.23698408,-8.73585916,-8.73222432,-8.90747898,-8.47172733,-8.69321321,-8.96038078,-8.72606096,-8.72851171
59,-8.24206977,-8.7390023,-8.73777387,-8.91272422,-8.47674184,-8.69728919,-8.96322302,-8.73281642,-8.73474174
60,-8.24715546,-8.74214545,-8.74332342,-8.91796947,-8.48175636,-8.70156486,-8.96625445,-8.73957187,-8.74097177
61,-8.25224114,-8.74527778,-8.74889429,-8.92322072,-8.48677087,-8.70584054,-8.96928589,-8.74636036,-8.74735796
62,-8.25715726,-8.74824074,-8.75446587,-8.92856607,-8.49186226,-8.71011622,-8.97231732,-8.75333303,-8.75379059
63,-8.26205656,-8.7512037,-8.76003744,-8.93391141,-8.49700591,-8.71443614,-8.97540601,-8.76030571,-8.76022322
64,-8.26695586,-8.75416667,-8.76560901,-8.93925676,-8.50214955,-8.7190964,-8.97893514,-8.76727838,-8.76665586
65,-8.27180591,-8.75712963,-8.77115235,-8.9446021,-8.50729319,-8.72375666,-8.98246426,-8.77425105,-8.77321341
66,-8.27638569,-8.76008609,-8.77665786,-8.94994484,-8.51243684,-8.72841692,-8.98599339,-8.78137858,-8.779798
67,-8.28096547,-8.76294895,-8.78216336,-8.95525015,-8.51762132,-8.73307718,-8.98952252,-8.78863363,-8.78638258
68,-8.28554525,-8.76581181,-8.78766887,-8.96055546,-8.52280801,-8.73794174,-8.99346026,-8.79588869,-8.79296717
69,-8.2899977,-8.76867467,-8.79317437,-8.96586076,-8.52799469,-8.7428961,-8.99757758,-8.80314374,-8.799596
70,-8.29425796,-8.77153754,-8.79846517,-8.97116607,-8.53318138,-8.74785045,-9.00169489,-8.8103988,-8.80623123
71,-8.29851822,-8.7744046,-8.80372843,-8.97645736,-8.53834855,-8.7528048,-9.00581221,-8.81804374,-8.81286647
72,-8.30277848,-8.77732753,-8.80899169,-8.98156246,-8.54347067,-8.75783984,-9.01007227,-8.82571151,-8.8195017
73,-8.3067991,-8.78025045,-8.81425495,-8.98666757,-8.54859279,-8.76308829,-9.01470991,-8.83337928,-8.82613694
74,-8.31068659,-8.78317337,-8.81934324,-8.99177267,-8.55371491,-8.76833674,-9.01934755,-8.84104705,-8.83277217
75,-8.31457407,-8.7860963,-8.8241,-8.99687778,-8.55883704,-8.77358519,-9.02398519,-8.84889259,-8.83940741
76,-8.31846156,-8.78902372,-8.82885676,-9.00196186,-8.56383213,-8.77883363,-9.02862282,-8.85708168,-8.84604264
77,-8.32206557,-8.79200671,-8.83361351,-9.00678669,-8.56876056,-8.78433323,-9.03362753,-8.86527077,-8.85265315
78,-8.32563353,-8.79498969,-8.83837027,-9.01161151,-8.57368899,-8.78987578,-9.03869499,-8.87345986,-8.85926306
79,-8.3292015,-8.79797267,-8.84261321,-9.01643634,-8.57861742,-8.79541832,-9.04376246,-8.88164895,-8.86587297
80,-8.33273443,-8.80095566,-8.84673133,-9.02126116,-8.58354424,-8.80096086,-9.04882993,-8.89025445,-8.87248218
81,-8.33603614,-8.80394024,-8.85084945,-9.02606036,-8.5883005,-8.80658188,-9.05403473,-8.89900831,-8.87906677
82,-8.33933784,-8.80694324,-8.85496757,-9.03056486,-8.59305676,-8.81230541,-9.05941892,-8.90776216,-8.88565135
83,-8.34263954,-8.80994625,-8.85890571,-9.03506937,-8.59781301,-8.81802893,-9.0648031,-8.91651602,-8.89223594
84,-8.3459012,-8.81294925,-8.86234114,-9.03957387,-8.60256927,-8.82375245,-9.07018729,-8.92533954,-8.89883453
85,-8.3490964,-8.81595225,-8.86577658,-9.04407838,-8.60728649,-8.82947748,-9.07557297,-8.93461471,-8.9055964
86,-8.35229159,-8.81895526,-8.86921201,-9.04855736,-8.61193514,-8.83531411,-9.08107027,-8.94388989,-8.91235826
87,-8.35548679,-8.82195826,-8.87264745,-9.05276156,-8.61658378,-8.84115075,-9.08656757,-8.95316507,-8.91912012
