time,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,,,,,,,,,,
502,-3.163548649,-3.050044444,-2.582468468,-2.890008408,-2.998580781,-2.970452252,-3.051189189,-3.095587688,-2.938915916,-2.773613213,,,,,,,,,,
503,-3.185147748,-3.039140741,-2.614714114,-2.910614014,-3.004467968,-2.924487087,-3.037581982,-3.090579479,-2.972926527,-2.740688689,,,,,,,,,,
504,-3.206746847,-3.028237037,-2.64695976,-2.93121962,-3.010355155,-2.878521922,-3.023974775,-3.085571271,-3.006937137,-2.707764164,,,,,,,,,,
505,-3.228345946,-3.017333333,-2.679205405,-2.956387387,-3.016242342,-2.832556757,-3.010367568,-3.080563063,-3.040947748,-2.70058018,,,,,,,,,,
506,-3.22122012,-3.00642963,-2.711451051,-3.00614014,-3.026348048,-2.786591592,-2.99676036,-3.075554855,-3.074958358,-2.752742442,,,,,,,,,,
507,-3.204151051,-2.995525926,-2.743696697,-3.055892893,-3.03872042,-2.740626426,-2.983153153,-3.070546647,-3.108968969,-2.804904705,,,,,,,,,,
508,-3.187081982,-2.984622222,-2.775942342,-3.105645646,-3.051092793,-2.694661261,-2.969545946,-3.065538438,-3.14297958,-2.857066967,,,,,,,,,,
509,-3.170012913,-2.995812613,-2.808187988,-3.155398398,-3.063465165,-2.648696096,-2.949693594,-3.061803904,-3.17699019,-2.909229229,,,,,,,,,,
510,-3.152943844,-3.016684685,-2.838567768,-3.205151151,-3.075837538,-2.65503964,-2.927104605,-3.094369069,-3.211000801,-2.961391491,,,,,,,,,,
511,-3.135874775,-3.037556757,-2.846090691,-3.254903904,-3.08820991,-2.680064865,-2.904515616,-3.126934234,-3.238008408,-3.013553754,,,,,,,,,,
512,-3.118805706,-3.058428829,-2.853613614,-3.304656657,-3.100582282,-2.70509009,-2.881926627,-3.159499399,-3.249142543,-3.065716016,,,,,,,,,,
513,-3.101736637,-3.079300901,-2.861136537,-3.354409409,-3.112954655,-2.730115315,-2.859337638,-3.192064565,-3.260276677,-3.117878278,,,,,,,,,,
514,-3.084667568,-3.100172973,-2.868659459,-3.368891892,-3.125327027,-2.755140541,-2.836748649,-3.22462973,-3.271410811,-3.109056757,,,,,,,,,,
515,-3.073215315,-3.121045045,-2.876182382,-3.343532032,-3.137699399,-2.780165766,-2.81415966,-3.257194895,-3.282544945,-3.094023924,,,,,,,,,,
516,-3.08071982,-3.141917117,-2.883705305,-3.318172172,-3.109871171,-2.805190991,-2.791570671,-3.28976006,-3.293679079,-3.078991091,,,,,,,,,,
517,-3.088224324,-3.138471471,-2.891228228,-3.292812312,-3.079991892,-2.830216216,-2.82628979,-3.322325225,-3.304813213,-3.063958258,,,,,,,,,,
518,-3.095728829,-3.132039439,-2.898751151,-3.267452452,-3.050112613,-2.855241441,-2.868046747,-3.323617017,-3.315947347,-3.048925425,,,,,,,,,,
519,-3.103233333,-3.125607407,-2.906274074,-3.242092593,-3.020233333,-2.826055556,-2.909803704,-3.301103704,-3.327081481,-3.033892593,,,,,,,,,,
520,-3.110737838,-3.119175375,-2.900577177,-3.216732733,-2.990354054,-2.795404505,-2.951560661,-3.27859039,-3.338215616,-3.01885976,,,,,,,,,,
521,-3.118242342,-3.112743343,-2.887791391,-3.191372873,-2.960474775,-2.764753453,-2.993317618,-3.256077077,-3.346544144,-3.003826927,,,,,,,,,,
522,-3.125746847,-3.106311311,-2.875005606,-3.166013013,-2.930595495,-2.734102402,-3.035074575,-3.233563764,-3.332682883,-2.983591692,,,,,,,,,,
523,-3.133251351,-3.099879279,-2.86221982,-3.134238739,-2.900716216,-2.703451351,-3.076831532,-3.21105045,-3.318821622,-2.95840991,,,,,,,,,,
524,-3.140755856,-3.091197698,-2.849434034,-3.100682683,-2.870836937,-2.6728003,-3.111816717,-3.188537137,-3.30496036,-2.933228128,,,,,,,,,,
525,-3.120625225,-3.058589089,-2.836648248,-3.067126627,-2.854767067,-2.642149249,-3.074774875,-3.166023824,-3.291099099,-2.908046346,,,,,,,,,,
526,-3.089440541,-3.02598048,-2.823862462,-3.033570571,-2.879594294,-2.611498198,-3.037733033,-3.147074474,-3.277237838,-2.882864565,,,,,,,,,,
527,-3.058255856,-2.993371872,-2.811076677,-3.000014515,-2.904421522,-2.592743844,-3.000691191,-3.159606807,-3.263376577,-2.857682783,,,,,,,,,,
528,-3.027071171,-2.960763263,-2.798290891,-2.966458458,-2.929248749,-2.618602102,-2.963649349,-3.172139139,-3.249515315,-2.832501001,,,,,,,,,,
529,-2.995886486,-2.928154655,-2.793175976,-2.932902402,-2.954075976,-2.64446036,-2.926607508,-3.184671471,-3.235654054,-2.807319219,,,,,,,,,,
530,-2.964701802,-2.895546046,-2.81426987,-2.899346346,-2.978903203,-2.670318619,-2.889565666,-3.197203804,-3.221792793,-2.788864164,,,,,,,,,,
531,-2.933517117,-2.862937437,-2.835363764,-2.868854655,-3.00373043,-2.696176877,-2.852523824,-3.209736136,-3.207931532,-2.82085956,,,,,,,,,,
532,-2.902332432,-2.859103604,-2.856457658,-2.867335135,-3.028557658,-2.722035135,-2.8371,-3.222268468,-3.201718919,-2.852854955,,,,,,,,,,
533,-2.871147748,-2.928805305,-2.877551552,-2.865815616,-3.053384885,-2.747893393,-2.876922222,-3.234800801,-3.196186186,-2.88485035,,,,,,,,,,
534,-2.850978078,-2.998507007,-2.898645445,-2.864296096,-3.078212112,-2.773751652,-2.916744444,-3.247333133,-3.190653453,-2.916845746,,,,,,,,,,
535,-2.874868468,-3.068208709,-2.919739339,-2.862776577,-3.098617417,-2.79960991,-2.956566667,-3.20464024,-3.185120721,-2.948841141,,,,,,,,,,
536,-2.898758859,-3.13791041,-2.940833233,-2.861257057,-3.115454154,-2.837357958,-2.996388889,-3.130284885,-3.179587988,-2.980836537,,,,,,,,,,
537,-2.922649249,-3.207612112,-2.961927127,-2.859737538,-3.132290891,-2.889793393,-3.036211111,-3.05592953,-3.174055255,-3.012831932,,,,,,,,,,
538,-2.94653964,-3.277313814,-2.983021021,-2.858218018,-3.149127628,-2.942228829,-3.076033333,-2.981574174,-3.168522523,-3.044827327,,,,,,,,,,
539,-2.97043003,-3.347015516,-2.970974274,-2.856698498,-3.165964364,-2.994664264,-3.115855556,-2.907218819,-3.16298979,-3.062274174,,,,,,,,,,
540,-2.99432042,-3.372704404,-2.95073984,-2.862457157,-3.182801101,-3.0470997,-3.147092593,-2.832863463,-3.157457057,-3.074138438,,,,,,,,,,
541,-3.018210811,-3.350051351,-2.930505405,-2.878745946,-3.199637838,-3.099535135,-3.1689,-2.758508108,-3.151924324,-3.086002703,,,,,,,,,,
542,-3.042101201,-3.327398298,-2.910270971,-2.895034735,-3.216474575,-3.151970571,-3.190707407,-2.684152753,-3.135894394,-3.097866967,,,,,,,,,,
543,-3.065991592,-3.304745245,-2.890036537,-2.911323524,-3.233311311,-3.204406006,-3.212514815,-2.630175776,-3.115872573,-3.109731231,,,,,,,,,,
544,-3.085694595,-3.282092192,-2.869802102,-2.927612312,-3.250148048,-3.256841441,-3.234322222,-2.676052853,-3.095850751,-3.121595495,,,,,,,,,,
545,-3.103478378,-3.259439139,-2.849567668,-2.943901101,-3.238338539,-3.229262462,-3.25612963,-2.72192993,-3.075828929,-3.13345976,,,,,,,,,,
546,-3.121262162,-3.236786086,-2.829333233,-2.96018989,-3.221646146,-3.164753754,-3.277937037,-2.767807007,-3.055807107,-3.145324024,,,,,,,,,,
547,-3.139045946,-3.214133033,-2.809098799,-2.976478679,-3.204953754,-3.100245045,-3.299744444,-2.813684084,-3.035785285,-3.158012012,,,,,,,,,,
548,-3.15682973,-3.197609309,-2.807867367,-2.992767467,-3.188261361,-3.035736336,-3.296578278,-2.859561161,-3.015763463,-3.17238969,,,,,,,,,,
549,-3.174613514,-3.184078979,-2.837990891,-2.981472673,-3.171568969,-2.971227628,-3.281215716,-2.905438238,-2.995741642,-3.186767367,,,,,,,,,,
550,-3.192397297,-3.170548649,-2.868114414,-2.959543243,-3.154876577,-2.906718919,-3.265853153,-2.951315315,-2.97571982,-3.201145045,,,,,,,,,,
551,-3.210181081,-3.157018318,-2.898237938,-2.937613814,-3.138184184,-2.84221021,-3.250490591,-2.997192392,-2.955697998,-3.215522723,,,,,,,,,,
552,-3.227964865,-3.143487988,-2.928361461,-2.915684384,-3.121491792,-2.777701502,-3.235128028,-3.028388689,-2.965486386,-3.2299004,,,,,,,,,,
553,-3.237109009,-3.129957658,-2.958484985,-2.893754955,-3.104799399,-2.713192793,-3.219765465,-3.053394294,-3.001645345,-3.244278078,,,,,,,,,,
554,-3.204494895,-3.116427327,-2.988608509,-2.871825526,-3.094675175,-2.743068468,-3.204402903,-3.0783999,-3.037804304,-3.258655756,,,,,,,,,,
555,-3.171880781,-3.102896997,-3.018732032,-2.849896096,-3.120265365,-2.781034234,-3.18904034,-3.103405506,-3.073963263,-3.273033433,,,,,,,,,,
556,-3.139266667,-3.115988889,-3.048855556,-2.827966667,-3.145855556,-2.819,-3.1784,-3.128411111,-3.110122222,-3.246533333,,,,,,,,,,
557,-3.106652553,-3.133158058,-3.078979079,-2.807424625,-3.171445746,-2.856965766,-3.168482883,-3.153416717,-3.146281181,-3.217087087,,,,,,,,,,
558,-3.074038438,-3.150327227,-3.060422422,-2.825382583,-3.197035936,-2.894931532,-3.158565766,-3.178422322,-3.18244014,-3.187640841,,,,,,,,,,
559,-3.041424324,-3.167496396,-3.039455856,-2.843340541,-3.222626126,-2.932897297,-3.148648649,-3.203427928,-3.218599099,-3.158194595,,,,,,,,,,
560,-3.00881021,-3.184665566,-3.018489289,-2.861298498,-3.248216316,-2.970863063,-3.138731532,-3.217141041,-3.254758058,-3.128748348,,,,,,,,,,
561,-2.976196096,-3.201834735,-2.997522723,-2.879256456,-3.273806507,-3.008828829,-3.128814414,-3.194556857,-3.290917017,-3.099302102,,,,,,,,,,
562,-2.943581982,-3.219003904,-2.976556156,-2.897214414,-3.299396697,-3.033284685,-3.118897297,-3.171972673,-3.314896697,-3.069855856,,,,,,,,,,
563,-2.957782883,-3.233396697,-2.95558959,-2.915172372,-3.324986887,-2.985687688,-3.110398398,-3.149388488,-3.314886887,-3.04040961,,,,,,,,,,
564,-2.996409009,-3.206143844,-2.934623023,-2.93313033,-3.330276276,-2.938090691,-3.123172773,-3.126804304,-3.314877077,-3.019118719,,,,,,,,,,
565,-3.035035135,-3.178890991,-2.913656456,-2.951088288,-3.311377477,-2.890493694,-3.135947147,-3.10422012,-3.314867267,-3.004836336,,,,,,,,,,
566,-3.073661261,-3.151638138,-2.89268989,-2.954259459,-3.292478679,-2.842896697,-3.148721522,-3.081635936,-3.314857457,-2.990553954,,,,,,,,,,
567,-3.112287387,-3.124385285,-2.881611612,-2.929705405,-3.27357988,-2.7952997,-3.161495896,-3.059051752,-3.314847648,-2.976271572,,,,,,,,,,
568,-3.150913514,-3.097132432,-2.879362162,-2.905151351,-3.254681081,-2.747702703,-3.17427027,-3.036467568,-3.314837838,-2.961989189,,,,,,,,,,
569,-3.18953964,-3.06987958,-2.877112713,-2.880597297,-3.235782282,-2.700105706,-3.187044645,-3.046776376,-3.314828028,-2.947706807,,,,,,,,,,
570,-3.228165766,-3.042626727,-2.874863263,-2.856043243,-3.216883483,-2.652508709,-3.199819019,-3.066844645,-3.314818218,-2.933424424,,,,,,,,,,
571,-3.266791892,-3.027761261,-2.872613814,-2.831489189,-3.197984685,-2.636456757,-3.218661562,-3.086912913,-3.314808408,-2.919142042,,,,,,,,,,
572,-3.292685285,-3.048556456,-2.870364364,-2.806935135,-3.179085886,-2.668773874,-3.254973073,-3.106981181,-3.313805005,-2.910868368,,,,,,,,,,
573,-3.242182282,-3.069351652,-2.868114915,-2.782381081,-3.160187087,-2.701090991,-3.291284585,-3.127049449,-3.30684004,-2.938646947,,,,,,,,,,
574,-3.191679279,-3.090146847,-2.865865465,-2.757827027,-3.171629429,-2.733408108,-3.327596096,-3.147117718,-3.299875075,-2.966425526,,,,,,,,,,
575,-3.141176276,-3.110942042,-2.863616016,-2.752626727,-3.192796496,-2.765725225,-3.363907608,-3.167185986,-3.29291011,-2.994204104,,,,,,,,,,
576,-3.090673273,-3.131737237,-2.862691191,-2.757357958,-3.213963564,-2.798042342,-3.400219119,-3.187254254,-3.285945145,-3.021982683,,,,,,,,,,
577,-3.04017027,-3.152532432,-2.873206306,-2.762089189,-3.235130631,-2.830359459,-3.436530631,-3.187174775,-3.27898018,-3.049761261,,,,,,,,,,
578,-2.989667267,-3.173327628,-2.883721421,-2.76682042,-3.256297698,-2.862676577,-3.472842142,-3.141203203,-3.272015215,-3.07753984,,,,,,,,,,
579,-2.939164264,-3.172786486,-2.894236537,-2.771551652,-3.277464765,-2.894993694,-3.478342242,-3.095231632,-3.26505025,-3.105318418,,,,,,,,,,
580,-2.888661261,-3.146494595,-2.904751652,-2.776282883,-3.298631832,-2.907966667,-3.446656156,-3.04926006,-3.258085285,-3.133096997,,,,,,,,,,
581,-2.838158258,-3.120202703,-2.915266767,-2.781014114,-3.319798899,-2.909655556,-3.41497007,-3.003288488,-3.25112032,-3.148394194,,,,,,,,,,
582,-2.844102102,-3.093910811,-2.925781882,-2.785745345,-3.340965966,-2.911344444,-3.383283984,-2.957316917,-3.244155355,-3.159484184,,,,,,,,,,
583,-2.883400901,-3.067618919,-2.936296997,-2.790476577,-3.360474174,-2.913033333,-3.351597898,-2.911345345,-3.233308408,-3.170574174,,,,,,,,,,
584,-2.9226997,-3.041327027,-2.946812112,-2.81263003,-3.353164164,-2.914722222,-3.319911812,-2.865373774,-3.222252753,-3.181664164,,,,,,,,,,
585,-2.961998498,-3.015035135,-2.957327227,-2.83525015,-3.345854154,-2.916411111,-3.288225726,-2.819402202,-3.211197097,-3.192754154,,,,,,,,,,
586,-3.001297297,-2.988743243,-2.950033333,-2.85787027,-3.338544144,-2.9181,-3.25653964,-2.836477477,-3.200141441,-3.203844144,,,,,,,,,,
587,-3.040596096,-2.994197397,-2.93432963,-2.88049039,-3.331234134,-2.919788889,-3.251847247,-2.865652653,-3.189085786,-3.214934134,,,,,,,,,,
588,-3.079894895,-3.016863263,-2.918625926,-2.903110511,-3.323924124,-2.921477778,-3.26178999,-2.894827828,-3.17803013,-3.226024124,,,,,,,,,,
589,-3.119193694,-3.039529129,-2.902922222,-2.925730631,-3.316614114,-2.91616036,-3.271732733,-2.924003003,-3.166974474,-3.235007808,,,,,,,,,,
590,-3.158492492,-3.062194995,-2.887218519,-2.948350751,-3.309304104,-2.909781381,-3.281675475,-2.953178178,-3.155918819,-3.24012993,,,,,,,,,,
591,-3.187953453,-3.084860861,-2.871514815,-2.970970871,-3.301994094,-2.903402402,-3.291618218,-2.982353353,-3.144863163,-3.245252052,,,,,,,,,,
592,-3.141171171,-3.107526727,-2.855811111,-2.977041441,-3.294684084,-2.897023423,-3.301560961,-3.011528529,-3.133807508,-3.250374174,,,,,,,,,,
593,-3.094388889,-3.130192593,-2.840107407,-2.941988889,-3.283718519,-2.890644444,-3.311503704,-3.040703704,-3.112262963,-3.255496296,,,,,,,,,,
594,-3.047606607,-3.152858458,-2.824403704,-2.906936336,-3.266232232,-2.884265465,-3.321446446,-3.037801602,-3.087316617,-3.260618418,,,,,,,,,,
595,-3.000824324,-3.142443243,-2.817848649,-2.871883784,-3.248745946,-2.877886486,-3.3222,-2.980951351,-3.06237027,-3.265740541,,,,,,,,,,
596,-2.954042042,-3.125901902,-2.838061862,-2.836831231,-3.23125966,-2.871507508,-3.321251852,-2.924101101,-3.037423924,-3.270862663,,,,,,,,,,
597,-2.90725976,-3.109360561,-2.858275075,-2.801778679,-3.213773373,-2.870983183,-3.320303704,-2.867250851,-3.012477578,-3.275984785,,,,,,,,,,
598,-2.860477477,-3.092819219,-2.878488288,-2.766726126,-3.196287087,-2.920223423,-3.319355556,-2.810400601,-2.987531231,-3.243141141,,,,,,,,,,
599,-2.813695195,-3.076277878,-2.898701502,-2.731673574,-3.178800801,-2.969463664,-3.318407407,-2.75355035,-2.962584885,-3.208632332,,,,,,,,,,
600,-2.766912913,-3.059736537,-2.918914715,-2.696621021,-3.161314515,-3.018703904,-3.317459259,-2.6967001,-2.937638539,-3.174123524,,,,,,,,,,
601,-2.754853153,-3.043195195,-2.939127928,-2.691316517,-3.143828228,-3.067944144,-3.316511111,-2.63984985,-2.912692192,-3.139614715,,,,,,,,,,
602,-2.765941742,-3.026763964,-2.959341141,-2.705844044,-3.126341942,-3.117184384,-3.314431832,-2.5829996,-2.887745846,-3.105105906,,,,,,,,,,
603,-2.77703033,-3.013041441,-2.979554354,-2.720371572,-3.135796997,-3.166424625,-3.284526727,-2.599603403,-2.905984685,-3.070597097,,,,,,,,,,
604,-2.788118919,-2.999318919,-2.999767568,-2.734899099,-3.159118919,-3.215664865,-3.254621622,-2.623758559,-2.957986486,-3.036088288,,,,,,,,,,
605,-2.799207508,-2.985596396,-2.965788989,-2.749426627,-3.182440841,-3.264905105,-3.224716517,-2.647913714,-3.009988288,-3.001579479,,,,,,,,,,
606,-2.810296096,-2.971873874,-2.920725726,-2.763954154,-3.205762763,-3.277436937,-3.194811411,-2.672068869,-3.06199009,-3.003555155,,,,,,,,,,
607,-2.821384685,-2.958151351,-2.875662462,-2.778481682,-3.229084685,-3.219375676,-3.164906306,-2.696224024,-3.113991892,-3.033847147,,,,,,,,,,
608,-2.832473273,-2.944428829,-2.830599199,-2.793009209,-3.252406607,-3.161314414,-3.135001201,-2.720379179,-3.165993694,-3.064139139,,,,,,,,,,
609,-2.843561862,-2.930706306,-2.785535936,-2.807536737,-3.275728529,-3.103253153,-3.105096096,-2.744534334,-3.217995495,-3.094431131,,,,,,,,,,
610,-2.856436036,-2.909998799,-2.740472673,-2.785708408,-3.29905045,-3.045191892,-3.092596396,-2.768689489,-3.269997297,-3.124723123,,,,,,,,,,
611,-2.888356456,-2.866473674,-2.695409409,-2.760417618,-3.322372372,-2.987130631,-3.136954354,-2.793948148,-3.321999099,-3.155015115,,,,,,,,,,
612,-2.920276877,-2.822948549,-2.650346146,-2.735126827,-3.345694294,-2.929069369,-3.181312312,-2.820607407,-3.374000901,-3.185307107,,,,,,,,,,
613,-2.952197297,-2.779423423,-2.605282883,-2.709836036,-3.322102703,-2.871008108,-3.22567027,-2.847266667,-3.397966667,-3.215599099,,,,,,,,,,
614,-2.984117718,-2.735898298,-2.595213614,-2.684545245,-3.296615616,-2.812946847,-3.270028228,-2.873925926,-3.373648148,-3.236828028,,,,,,,,,,
615,-3.016038138,-2.692373173,-2.636414615,-2.659254454,-3.271128529,-2.808610511,-3.314386186,-2.900585185,-3.34932963,-3.213194795,,,,,,,,,,
616,-3.047958559,-2.648848048,-2.677615616,-2.633963664,-3.245641441,-2.843346847,-3.358744144,-2.927244444,-3.325011111,-3.189561562,,,,,,,,,,
617,-3.079878979,-2.605322923,-2.718816617,-2.608672873,-3.220154354,-2.878083183,-3.403102102,-2.953903704,-3.300692593,-3.165928328,,,,,,,,,,
618,-3.111799399,-2.588681181,-2.760017618,-2.597157658,-3.194667267,-2.91281952,-3.396495596,-2.980562963,-3.276374074,-3.142295095,,,,,,,,,,
619,-3.14371982,-2.607721021,-2.801218619,-2.632797297,-3.16918018,-2.947555856,-3.322245345,-3.007222222,-3.252055556,-3.118661862,,,,,,,,,,
620,-3.131502102,-2.626760861,-2.84241962,-2.668436937,-3.143693093,-2.982292192,-3.247995095,-2.993188288,-3.227737037,-3.095028629,,,,,,,,,,
621,-3.086180781,-2.645800701,-2.883620621,-2.704076577,-3.118206006,-3.017028529,-3.173744845,-2.978092793,-3.203418519,-3.071395395,,,,,,,,,,
622,-3.040859459,-2.664840541,-2.924821622,-2.739716216,-3.106464865,-3.051764865,-3.099494595,-2.962997297,-3.1791,-3.047762162,,,,,,,,,,
623,-2.995538138,-2.68388038,-2.966022623,-2.775355856,-3.133416016,-3.086501201,-3.025244344,-2.947901802,-3.158394194,-3.054777177,,,,,,,,,,
624,-2.950216817,-2.70292022,-2.945375375,-2.810995495,-3.160367167,-3.0712,-2.950994094,-2.932806306,-3.154901902,-3.070786787,,,,,,,,,,
625,-2.904895495,-2.72196006,-2.923538739,-2.846635135,-3.187318318,-3.0446,-2.876743844,-2.917710811,-3.15140961,-3.086796396,,,,,,,,,,
626,-2.859574174,-2.749416316,-2.901702102,-2.882274775,-3.214269469,-3.018,-2.884583684,-2.902615315,-3.147917317,-3.102806006,,,,,,,,,,
627,-2.814252853,-2.781922422,-2.879865465,-2.885095996,-3.241220621,-2.9914,-2.941677578,-2.88751982,-3.144425025,-3.118815616,,,,,,,,,,
628,-2.768931532,-2.814428529,-2.858028829,-2.859862763,-3.268171772,-2.9648,-2.998771471,-2.864784685,-3.140932733,-3.134825225,,,,,,,,,,
629,-2.72623964,-2.846934635,-2.836192192,-2.83462953,-3.295122923,-2.9382,-3.055865365,-2.834664565,-3.13744044,-3.150834835,,,,,,,,,,
630,-2.726933333,-2.879440741,-2.814355556,-2.809396296,-3.322074074,-2.9116,-3.112959259,-2.804544444,-3.133948148,-3.166844444,,,,,,,,,,
631,-2.727627027,-2.911946847,-2.792518919,-2.784163063,-3.349025225,-2.885,-3.170053153,-2.774424324,-3.130455856,-3.177759459,,,,,,,,,,
632,-2.728320721,-2.944452953,-2.770682282,-2.75892983,-3.323863463,-2.860139339,-3.227147047,-2.744304204,-3.126963564,-3.180296697,,,,,,,,,,
633,-2.729014414,-2.976959059,-2.757214314,-2.733696597,-3.258269269,-2.866586787,-3.284240941,-2.714184084,-3.123471271,-3.182833934,,,,,,,,,,
634,-2.729708108,-2.964942643,-2.750412913,-2.708463363,-3.192675075,-2.873034234,-3.271408408,-2.684063964,-3.125418018,-3.185371171,,,,,,,,,,
635,-2.730401802,-2.943173674,-2.743611512,-2.68323013,-3.127080881,-2.879481682,-3.243258659,-2.653943844,-3.127478078,-3.187908408,,,,,,,,,,
636,-2.731095495,-2.921404705,-2.73681011,-2.665668168,-3.061486687,-2.885929129,-3.215108909,-2.623751151,-3.129538138,-3.190445646,,,,,,,,,,
637,-2.731789189,-2.899635736,-2.730008709,-2.649436937,-2.995892492,-2.892376577,-3.186959159,-2.591918318,-3.131598198,-3.192982883,,,,,,,,,,
638,-2.732482883,-2.877866767,-2.723207307,-2.633205706,-2.930298298,-2.898824024,-3.158809409,-2.560085485,-3.133658258,-3.19552012,,,,,,,,,,
639,-2.723482583,-2.856097798,-2.716405906,-2.616974474,-2.864704104,-2.905271471,-3.13065966,-2.528252653,-3.135718318,-3.198057357,,,,,,,,,,
640,-2.706318919,-2.834328829,-2.709604505,-2.600743243,-2.79910991,-2.911718919,-3.10250991,-2.49641982,-3.137778378,-3.196343243,,,,,,,,,,
641,-2.689155255,-2.813026326,-2.702803103,-2.584512012,-2.733515716,-2.931957658,-3.074671471,-2.464586987,-3.139838438,-3.194556456,,,,,,,,,,
642,-2.671991592,-2.821111211,-2.690753453,-2.568280781,-2.76485045,-2.986047748,-3.066445646,-2.432754154,-3.141898498,-3.19276967,,,,,,,,,,
643,-2.654827928,-2.829196096,-2.644215315,-2.55204955,-2.811432432,-3.040137838,-3.05821982,-2.400921321,-3.143958559,-3.190982883,,,,,,,,,,
644,-2.637664264,-2.837280981,-2.597677177,-2.542792593,-2.858014414,-3.094227928,-3.049993994,-2.369088488,-3.133501301,-3.189196096,,,,,,,,,,
645,-2.620500601,-2.845365866,-2.551139039,-2.568774074,-2.904596396,-3.148318018,-3.041768168,-2.371943143,-3.11963023,-3.187409309,,,,,,,,,,
646,-2.603336937,-2.853450751,-2.504600901,-2.594755556,-2.951178378,-3.202408108,-3.033542342,-2.400303303,-3.105759159,-3.185622523,,,,,,,,,,
647,-2.586173273,-2.861535636,-2.458062763,-2.620737037,-2.99776036,-3.256498198,-3.025316517,-2.428663463,-3.091888088,-3.183835736,,,,,,,,,,
648,-2.570412012,-2.869620521,-2.411524625,-2.646718519,-3.044342342,-3.310588288,-3.017090691,-2.457023624,-3.078017017,-3.181635536,,,,,,,,,,
649,-2.602332432,-2.863156757,-2.364986486,-2.6727,-3.090924324,-3.364678378,-2.998935135,-2.485383784,-3.064145946,-3.179145946,,,,,,,,,,
650,-2.634252853,-2.80227027,-2.318448348,-2.698681481,-3.137506306,-3.377152853,-2.943635035,-2.513743944,-3.050274875,-3.176656356,,,,,,,,,,
651,-2.666173273,-2.741383784,-2.27191021,-2.724662963,-3.176403403,-3.352173273,-2.888334935,-2.542104104,-3.036403804,-3.174166767,,,,,,,,,,
652,-2.698093694,-2.680497297,-2.271543243,-2.750644444,-3.176424024,-3.327193694,-2.833034835,-2.570464264,-3.022532733,-3.171677177,,,,,,,,,,
653,-2.730014114,-2.619610811,-2.29026036,-2.765708509,-3.176444645,-3.302214114,-2.777734735,-2.592198198,-3.008661662,-3.169187588,,,,,,,,,,
654,-2.761934535,-2.558724324,-2.308977477,-2.768862663,-3.176465265,-3.277234535,-2.722434635,-2.560412613,-3.012823423,-3.166697998,,,,,,,,,,
655,-2.793854955,-2.497837838,-2.327694595,-2.772016817,-3.176485886,-3.252254955,-2.667134535,-2.528627027,-3.029421622,-3.164208408,,,,,,,,,,
656,-2.825775375,-2.436951351,-2.346411712,-2.775170971,-3.176506507,-3.227275375,-2.611834434,-2.496841441,-3.04601982,-3.155037538,,,,,,,,,,
657,-2.857695796,-2.409294895,-2.365128829,-2.778325125,-3.176527127,-3.202295796,-2.586698498,-2.465055856,-3.062618018,-3.11797958,,,,,,,,,,
658,-2.877405405,-2.430205405,-2.383845946,-2.781479279,-3.176547748,-3.177316216,-2.605648649,-2.43327027,-3.079216216,-3.080921622,,,,,,,,,,
659,-2.885582583,-2.451115916,-2.402563063,-2.784633433,-3.176568368,-3.162151351,-2.624598799,-2.401484685,-3.095814414,-3.043863664,,,,,,,,,,
660,-2.89375976,-2.472026426,-2.42128018,-2.787787588,-3.176588989,-3.150032432,-2.643548949,-2.369699099,-3.112412613,-3.006805706,,,,,,,,,,
661,-2.901936937,-2.492936937,-2.43021952,-2.790941742,-3.164996396,-3.137913514,-2.662499099,-2.337913514,-3.129010811,-2.969747748,,,,,,,,,,
662,-2.910114114,-2.513847447,-2.414388488,-2.790242743,-3.140096997,-3.125794595,-2.681449249,-2.3556002,-3.145609009,-2.93268979,,,,,,,,,,
663,-2.918291291,-2.534757958,-2.398557457,-2.788527528,-3.115197598,-3.113675676,-2.700399399,-2.400626827,-3.162207207,-2.895631832,,,,,,,,,,
664,-2.926468468,-2.555668468,-2.382726426,-2.786812312,-3.090298198,-3.101556757,-2.71934955,-2.445653453,-3.156724925,-2.858573874,,,,,,,,,,
665,-2.934645646,-2.58030951,-2.366895395,-2.785097097,-3.065398799,-3.089437838,-2.718128629,-2.49068008,-3.117838839,-2.870546947,,,,,,,,,,
666,-2.942822823,-2.607421421,-2.351064364,-2.783381882,-3.040499399,-3.077318919,-2.703547648,-2.535706707,-3.078952753,-2.894906807,,,,,,,,,,
667,-2.951,-2.634533333,-2.335233333,-2.781666667,-3.0156,-3.0652,-2.688966667,-2.580733333,-3.040066667,-2.919266667,,,,,,,,,,
668,-2.935307808,-2.661645245,-2.319402302,-2.779951451,-2.990700601,-3.026492492,-2.674385686,-2.62575996,-3.001180581,-2.943626527,,,,,,,,,,
669,-2.919615616,-2.688757157,-2.303571271,-2.778236236,-2.965801201,-2.987784985,-2.659804705,-2.670786587,-2.962294494,-2.967986386,,,,,,,,,,
670,-2.903923423,-2.715869069,-2.28774024,-2.772355255,-2.940901802,-2.949077477,-2.645223724,-2.699452553,-2.923408408,-2.992346246,,,,,,,,,,
671,-2.888231231,-2.742980981,-2.288697297,-2.730718118,-2.912712713,-2.91036997,-2.630642743,-2.652547848,-2.884522322,-3.016706106,,,,,,,,,,
